analysis_name,parameter_name,parameter_unit,t_lyhend,loinc_code,substrate,evidence
Hematoloogilised uuringud,16 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,16 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,16 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,16 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,16 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,16 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,17 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,17 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,17 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,17 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,17 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,17 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,17 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,17 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,17 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,17 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,17 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,17 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,17 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,17 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,17 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,18 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,18 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,18 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,18 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,18 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,18 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,18 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,18 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,18 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,18 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,18 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,18 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,18 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,18 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,18 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,1 B-Baso#,/nL,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,1 B-Baso%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,1 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,1 B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,1 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,1 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,1 B-HbA1C,%,B-HbA1c,4548-4,Bld,manual
Hematoloogilised uuringud,1 B-HbA1c-IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,1 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,1 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,1 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,1 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,1 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,1 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,1 B-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,1 B-Mono#,/nL,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,1 B-Mono%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,1 B-Mono-arv,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,1 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,1 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,1 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,1 B-RBC,10L,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,1 B-RBC,/pL,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,1 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,1 B-WBC,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,1 B-WBC,/nL,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,1 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,1 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,1 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,1 Eosinofiilid,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,1 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,1 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,1 Kepptuum. neut.,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,1 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,1 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,1 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,1 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,1 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,1 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,1 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,1 Segmenttuumsed,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,1 Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,2 B-Baso#,/nL,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,2 B-Baso%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,2 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,2 B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,2 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,2 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,2 B-HbA1C,%,B-HbA1c,4548-4,Bld,manual
Hematoloogilised uuringud,2 B-HbA1c-IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,2 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,2 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,2 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,2 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,2 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,2 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,2 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,2 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,2 B-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,2 B-Mono#,/nL,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,2 B-Mono%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,2 B-Mono-arv,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,2 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,2 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,2 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,2 B-RBC,10L,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,2 B-RBC,/pL,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,2 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,2 B-WBC,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,2 B-WBC,/nL,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,2 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,2 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,2 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,2 #EOS,U/L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,2 %EOS,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,2 Eosinofiilid,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,2 HCT,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,2 HGB,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,2 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,2 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,2 Kepptuum. neut.,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,2 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,2 %LYMPH,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,2 MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,2 MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,2 MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,2 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,2 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,2 PDW,%,B-PDW-CV,51631-0,Bld,manual
Hematoloogilised uuringud,2 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,2 PLT,10U/L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,2 RDW),%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,2 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,2 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,2 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,2 Segmenttuumsed,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,2 Segmenttuumsed neutrofiilid,%,B-Segmenttuumsed neutrofiilid %,26505-8,Bld,manual
Hematoloogilised uuringud,3 B-Baso#,/nL,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,3 B-Baso%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,3 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,3 B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,3 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,3 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,3 B-HbA1C,%,B-HbA1c,4548-4,Bld,manual
Hematoloogilised uuringud,3 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,3 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,3 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,3 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,3 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,3 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,3 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,3 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,3 B-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,3 B-Mono#,/nL,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,3 B-Mono%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,3 B-Mono-arv,10E9/L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,3 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,3 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,3 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,3 B-RBC,10L,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,3 B-RBC,/pL,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,3 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,3 B-WBC,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,3 B-WBC,/nL,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,3 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,3 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,3 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,3 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,3 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,3 Kepptuum. neut.,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,3 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,3 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,3 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,3 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,3 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,3 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,3 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,4 B-Baso#,/nL,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,4 B-Baso%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,4 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,4 B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,4 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,4 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,4 B-HbA1C,%,B-HbA1c,4548-4,Bld,manual
Hematoloogilised uuringud,4 B-HbA1c-IFCC,mmol/mol,B-HbA1c (IFCC),59261-8,Bld,manual
Hematoloogilised uuringud,4 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,4 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,4 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,4 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,4 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,4 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,4 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,4 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,4 B-Mono#,/nL,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,4 B-Mono%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,4 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,4 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,4 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,4 B-RBC,/pL,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,4 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,4 B-WBC,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,4 B-WBC,/nL,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,4 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,4 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,4 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,4 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,4 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,4 Kepptuum. neut.,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,4 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,4 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,4 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,4 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,4 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,4 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,4 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Baso-%,%,B-Baso%,706-2,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Baso-arv,10L,B-Baso#,704-7,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,5 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Mono-%,%,B-Mono%,5905-5,Bld,manual
Hematoloogilised uuringud,5 B-Diff-Mono-arv,10L,B-Mono#,742-7,Bld,manual
Hematoloogilised uuringud,5 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,5 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,5 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,5 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,5 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,5 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,5 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,5 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,5 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,5 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,5 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,5 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,5 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,5 B-RBC,10L,B-RBC,789-8,Bld,manual
Hematoloogilised uuringud,5 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,5 B-WBC,10L,B-WBC,6690-2,Bld,manual
Hematoloogilised uuringud,5 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,5 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,5 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,5 Eosinofiilid,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,5 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,5 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,5 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,5 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,5 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,5 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,5 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,5 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,5 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,6 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,6 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,6 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,6 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,6 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,6 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,6 B-Hgb,g/L,B-Hb,718-7,Bld,manual
Hematoloogilised uuringud,6 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,6 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,6 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,6 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,6 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,6 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,6 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,6 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,6 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,6 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,6 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,6 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,6 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,6 IG#,10L,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,6 IG%),%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,6 Kepptuumsed neutrofiilid,%,B-Kepptuumsed neutrofiilid %,26508-2,Bld,manual
Hematoloogilised uuringud,6 MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,6 PCT,%,B-Pct,51637-7,Bld,manual
Hematoloogilised uuringud,6 PDW,fL,B-PDW,32207-3,Bld,manual
Hematoloogilised uuringud,6 RDWa,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,6 RDW-CV,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,6 RDW-SD,fL,B-RDW-SD,21000-5,Bld,manual
Hematoloogilised uuringud,7 B-Diff-Eo-%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,7 B-Diff-Eo-arv,10L,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,7 B-Diff-LYMPH-%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,7 B-Eo#,/nL,B-Eo#,711-2,Bld,manual
Hematoloogilised uuringud,7 B-Eo%,%,B-Eo%,713-8,Bld,manual
Hematoloogilised uuringud,7 B-Hct,%,B-Hct,4544-3,Bld,manual
Hematoloogilised uuringud,7 B-IG#,/nL,B-IG#,51584-1,Bld,manual
Hematoloogilised uuringud,7 B-IG%,%,B-IG%,38518-7,Bld,manual
Hematoloogilised uuringud,7 B-Lymph%,%,B-Lymph%,736-9,Bld,manual
Hematoloogilised uuringud,7 B-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,7 B-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,7 B-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,7 B-MPV,fL,B-MPV,32623-1,Bld,manual
Hematoloogilised uuringud,7 B-PLT,10L,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,7 B-Plt,/nL,B-Plt,777-3,Bld,manual
Hematoloogilised uuringud,7 B-RDW,%,B-RDW-CV,788-0,Bld,manual
Hematoloogilised uuringud,7 E-MCH,pg,B-MCH,785-6,Bld,manual
Hematoloogilised uuringud,7 E-MCHC,g/L,B-MCHC,786-4,Bld,manual
Hematoloogilised uuringud,7 E-MCV,fL,B-MCV,787-2,Bld,manual
Hematoloogilised uuringud,7 Eosinofiilid,%,B-Eo%,713-8,Bld,manual
