,0,1
2453,hüperkeratootilist,1
2454,staaduim,1
2455,Proktosigmoidiit,1
2456,degneratiivne,1
2457,Lubistunud,1
2458,masseteri,1
2459,Vitrektomeeritud,1
2460,glükokortikoidravi,1
2461,Multiipelne,1
2462,lobektomia,1
2463,Ca19-9,1
2464,Macula,1
2465,radikaalop-i,1
2466,ulcus,1
2467,faas1,1
2468,op-d,1
2469,Dystropha,1
2470,hemianopsiaga,1
2471,busiit,1
2472,Incipiens,1
2473,shoulder,1
2474,axillarise,1
2475,diafragmalis,1
2476,hüpostaas- e,1
2477,allseiskuspneumoonia,1
2478,periartriit,1
2479,jalag,1
2480,postinfarctidem,1
2481,Skrootumil,1
2482,skrootumil,1
2483,radikulaarsel,1
2484,mani,1
2485,luxatio,1
2486,inflammatione,1
2487,Preprolif,1
2488,vocalis,1
2489,antenataalne,1
2490,verrucosae,1
2491,Aerofaagia,1
2492,ödeem,1
2493,chirurgici,1
2494,herilaemürgile,1
2495,Mitespetsiifiline,1
2496,kaenlaalusi,1
2497,hüpolaktaasiale,1
2498,ekskoriatsioonid,1
2499,mania,1
2500,Düsplastil,1
2501,Leucoplacia,1
2502,hist,1
2503,Salpingectomia,1
2504,cavitas,1
2505,glenoidalis,1
2506,portio,1
2507,jugulaarveen,1
2508,radiaalkanli,1
2509,Manuum,1
2510,menstr,1
2511,astigm,1
2512,ovariid,1
2513,Artgralgia,1
2514,elevats,1
2515,holteris,1
2516,tursiidiga,1
2517,Sinistroskolioos,1
2518,Exstirpatio,1
2519,Kapilaarsed,1
2520,Siinusbradükardia,1
2521,Gonarthrosi,1
2522,Tsüstotseele,1
2523,molluscum,1
2524,tympanoplasticam,1
2525,Cephalgid,1
2526,osaGIST,1
2527,maliigne,1
2528,disten,1
2529,Bimalleolaarme,1
2530,Tuberkuloom,1
2531,asmale,1
2532,kahtl,1
2533,erioloogiaga,1
2534,cervic,1
2535,pitsumis,1
2536,Iinfert,1
2537,NimmepiirkondL5,1
2538,paikmed,1
2539,mediastiinumis,1
2540,põlvekedraeesne,1
2541,Burkitti,1
2542,typco,1
2543,persistene,1
2544,retrosternaalsele,1
2545,Takayasu,1
2546,surditas,1
2547,protrusio,1
2548,hiliiges,1
2549,Keratokonj,1
2550,H.Pylori,1
2551,Tagasenal,1
2552,funduses,1
2553,biciptis,1
2554,prepatellaris,1
2555,Vestibulaarne,1
2556,vestibulaarne,1
2557,Achillis,1
2558,tsükliit,1
2559,Funktionaalne,1
2560,antrumgastriit,1
2561,IM-ga,1
2562,Necrobiosis,1
2563,lipoidica,1
2564,Staasekseem,1
2565,Lobectomia,1
2566,Allerg,1
2567,aksillaarjoonel,1
2568,Hüpolaktaasia,1
2569,truncus,1
2570,coeliacuse,1
2571,nuclearis,1
2572,tyqladae,1
2573,fastsiit,1
2574,ubmukoosene,1
2575,longii,1
2576,Osteoproosi,1
2577,anterolisteesi,1
2578,Pingveekul,1
2579,postoperata,1
2580,rotatoorne,1
2581,pTis,1
2582,sclerosis,1
2583,Lümfoplasmatsütaarne,1
2584,mukoidtsüsti,1
2585,itud,1
2586,Silgardiga,1
2587,läodätse,1
2588,plstika,1
2589,perimandibulaarsel,1
2590,avhemikusa,1
2591,Iaste,1
2592,divertiiklid,1
2593,Esmya,1
2594,Hordeool,1
2595,Tsüto,1
2596,Herpeetiline,1
2597,Akneiformne,1
2598,L-Thyroxinravi,1
2599,Nefropathia,1
2600,diabetica,1
2601,makroangiopaatia,1
2602,Ivpul,1
2603,Paikmed,1
2604,1pul,1
2605,Tubulaarsed,1
2606,rektumist,1
2607,distorsionem,1
2608,LASIKu,1
2609,Cerazette,1
2610,artroskoopiajärgne,1
2611,neuropaatilise,1
2612,Konsiatsioonijärgne,1
2613,trohhanterite,1
2614,Alzheimeri,1
2615,Cervicitis,1
2616,comp,1
2617,fibroepiteliaalne,1
2618,Prot,1
2619,foonilosaliselt,1
2620,subendokardialis,1
2621,obstrukstioon,1
2622,Lymphohaemangioma,1
2623,Erütrotsütuuria,1
2624,mukopurulentne,1
2625,operationem,1
2626,allerga,1
2627,triqutraalne,1
2628,dislokatsiooiga,1
2629,ehhinokokkoos,1
2630,Meningioma,1
2631,parietalis,1
2632,frontiit,1
2633,polypi,1
2634,Südamerütmuri,1
2635,kordusop,1
2636,nimmespondüloos,1
2637,Lumbaalosas,1
2638,Lumbaalne,1
2639,mastiit,1
2640,Reed`i,1
2641,endomeetriumipolüübile,1
2642,Ostiofolliculitis,1
2643,ostiofolliculitis,1
2644,Chiari,1
2645,mensiki,1
2646,triopaatia,1
2647,processus,1
2648,vitrei,1
2649,ektüümid,1
2650,pyoderma,1
2651,ganrgenosum,1
2652,kutus,1
2653,trabeculectomia,1
2654,Amputatsiooniga,1
2655,otiidijärgne,1
2656,perfo,1
2657,Mukotseele,1
2658,mukotseele,1
2659,membranectomia,1
2660,Delle,1
2661,Niuderatreite,1
2662,Irvine-GAss,1
2663,hüpertüreoosile,1
2664,Ovariaalne,1
2665,ANkle,1
2666,noncpecified,1
2667,arthitis,1
2668,rotator,1
2669,cuffi,1
2670,Mitraa-,1
2671,Contusi,1
2672,kroonilse,1
2673,Spondülolistees,1
2674,Pankreatogeenne,1
2675,Alveolitis,1
2676,monoklonaalne,1
2677,gammopaatia,1
2678,tibialise,1
2679,diploopiaga,1
2680,isotiasolinoonid,1
2681,kolofoonium,1
2682,medullaarsele,1
2683,osteopeeniale,1
2684,amiodaron,1
2685,Ca-125,1
2686,kaltsifitseeruv,1
2687,Imidasooldinüüluurea,1
2688,Urachnus,1
2689,fistula,1
2690,Arcus,1
2691,senilis,1
2692,musculus,1
2693,C-TParemal,1
2694,tibia,1
2695,glenohumeralis,1
2696,Karpaalakanali,1
2697,riksiaste,1
2698,hemorragia,1
2699,Hyposphagma,1
2700,kolpitis,1
2701,kaltsifikaat,1
2702,radicis,1
2703,linquae,1
2704,mittesteroidsed,1
2705,Uroinf,1
2706,cardial,1
2707,flex,1
2708,ekspans,1
2709,subscapularise,1
2710,myopic,1
2711,limasmädane,1
2712,kolmpealihas,1
2713,essentiaale,1
2714,Astenopia,1
2715,colon,1
2716,transvers,1
2717,proksimaalne,1
2718,Tservikaaldiski,1
2719,Vertebrogeensed,1
2720,atoopiline,1
2721,vasomotoorse,1
2722,tromemboolia,1
2723,oslaine,1
2724,ateroom,1
2725,Retrospondylolistesis,1
2726,lisalingudega,1
2727,karnifikatsioon,1
2728,Sukliiniline,1
2729,hüpertüroos,1
2730,epicondylitis,1
2731,amblyopia,1
2732,L-Thyroxini,1
2733,Nugenti,1
2734,Gardnerella,1
2735,trimmaleolaris,1
2736,riniidiga,1
2737,interkostaalneuralgiale,1
2738,parapneumooniline,1
2739,sümptomaatil,1
2740,epil,1
2741,perinaeelamembraani,1
2742,stenosis,1
2743,Dupuytren,1
2744,Exacerb,1
2745,milgammale,1
2746,Neuriborrelioosijärgne,1
2747,ninalimas,1
2748,Fascithis,1
2749,fibroadenoom,1
2750,superfic,1
2751,veenikl,1
2752,Hemorroidektoomia,1
2753,Perostitis,1
2754,Trisomia,1
2755,mitteodontogeensed,1
2756,türeoglossaalne,1
2757,pseudoanterolistees,1
2758,Vestibulitis,1
2759,nasi,1
2760,düsplaasiale,1
2761,Basalioom,1
2762,Haemophilus,1
2763,kranialgia,1
2764,Bitemporaalne,1
2765,tüsistusod,1
2766,Erütrotsütopeenia,1
2767,erütrotsütopeenia,1
2768,piirkonans,1
2769,persiteeriv,1
2770,Thyroxinile,1
2771,trabe,1
2772,tserebellaarataksia,1
2773,vertebrogeense,1
2774,hüpomelanoos,1
2775,lentiigod,1
2776,ephelides,1
2777,Taustretinopaatoa,1
2778,IIIa,1
2779,sarkoidoosile,1
2780,koleteroolid,1
2781,LDL-koleterool,1
2782,follikuliiit,1
2783,Seborroiline,1
2784,Fibroadenoomid,1
2785,postoperativa,1
2786,auris,1
2787,lasionem,1
2788,Presbyopia,1
2789,Incontinentia,1
2790,Syringomyelia,1
2791,cervico-thoracalis,1
2792,reiekontusioon,1
2793,Tümpanoplastikajärgne,1
2794,õlavõõtmel,1
2795,Diafragmalis,1
2796,Elektroaphtalmia,1
2797,sfinceri,1
2798,sfincterolevatoroplastica,1
2799,Pöiall,1
2800,marginis,1
2801,radiculpathia,1
2802,Reiteri,1
2803,Balanopostiit,1
2804,luki-eesnahapõletik,1
2805,osteoporotica,1
2806,bimalleolaarne,1
2807,thoarcicus,1
2808,longuse,1
2809,operatsionem,1
2810,vaigatsus,1
2811,avseas,1
2812,Rasedusödeem,1
2813,hemangioomi,1
2814,Ovarii,1
2815,Scimitari,1
2816,arthrosis,1
2817,partis,1
2818,ragaad,1
2819,labialis,1
2820,3soone,1
2821,perikontseptsioni,1
2822,ölavöötme,1
2823,elastograafia,1
2824,Spitsoidseks,1
2825,spitsoidseks,1
2826,Chondropathiae,1
2827,Retensioon,1
2828,amenorrhea,1
2829,conj,1
2830,Mõlem,1
2831,lichenoides,1
2832,radiculopathia,1
2833,Hulgimüeloom,1
2834,subtotaalne,1
2835,amputatsioonijärgne,1
2836,Cordaroni,1
2837,Akustilis-gnostiline,1
2838,mentruaaltsükli,1
2839,kkäigus,1
2840,Fibroadenomata,1
2841,ventrik,1
2842,ekstras,1
2843,ESS-Mirena,1
2844,Amissio,1
2845,dentium,1
2846,Jatrogeenne,1
2847,jatrogeenne,1
2848,Medikam,1
2849,joodindutseeritud,1
2850,Fastum,1
2851,Spondüloos,1
2852,Alalsagar,1
2853,Serratia,1
2854,marcescens,1
2855,artropaatiline,1
2856,fibrotsüstilised,1
2857,Mittesekreteeriv,1
2858,mittesekreteeriv,1
2859,Saktosalpinks,1
2860,nasofarüngiit,1
2861,Menstr,1
2862,Hulgiliigeste,1
2863,Endom,1
2864,puusaabduktorid,1
2865,Papillaarse,1
2866,mikrosfärotsütaarne,1
2867,Reumatol,1
2868,Kateeterablatsioon,1
2869,Acyclovirile,1
2870,Primarne,1
2871,Barretti,1
2872,sataus,1
2873,cardia,1
2874,veritus,1
2875,triquetraalliigesel,1
2876,ülikõrgelisari,1
2877,Enterokoliit,1
2878,atopica,1
2879,neurilemmoma,1
2880,müokardiinfarktz,1
2881,carp,1
2882,Oesophagitis,1
2883,sympthomatica,1
2884,Plexuse,1
2885,Monoplegia,1
2886,intraduktaalsed,1
2887,papillaarsed,1
2888,proliferaadid,1
2889,vasemp,1
2890,südroom,1
2891,infertilitas,1
2892,kõõlusepõlet,1
2893,posterioorne,1
2894,subkapsulaarne,1
2895,daktüliit,1
2896,Düsbakterioos,1
2897,Hüperinsulineemia,1
2898,Rhinophyma,1
2899,rhinophyma,1
2900,abstsedeerunud,1
2901,Vasakull,1
2902,Hüpergonadotroopne,1
2903,hüpogonadism,1
2904,Kaltsifikaadid,1
2905,pankreatogeenne,1
2906,Hüsteroskoopia,1
2907,submukoosse,1
2908,Müksoidne,1
2909,oliD,1
2910,metatarsaalluu,1
2911,duplikatsioon,1
2912,fimoos,1
2913,coxa,1
2914,pahaloomususele,1
2915,Rektumis,1
2916,adenomatoosne,1
2917,submukoosele,1
2918,5382insC,1
2919,aC-PAP,1
2920,Subakromiaalne,1
2921,otoskleroosile,1
2922,Emakalea,1
2923,Subluxatio,1
2924,patella,1
2925,tagumin,1
2926,Parapelvikaalsed,1
2927,Rektumi,1
2928,adenocarcinoma,1
2929,hüpofüüsi,1
2930,Rovamycini,1
2931,sügelemin,1
2932,Hamartoom,1
2933,iliopsoas,1
2934,ektoopilise,1
2935,salpingostoomia,1
2936,pseudomelanoos,1
2937,plantaarkõõlus,1
2938,retensiooniga,1
2939,ÖRneg,1
2940,PRneg,1
2941,retensioonitsüst,1
2942,aplaasia,1
2943,anhüdramnion,1
2944,Fibroostsüstilised,1
2945,accesoy,1
2946,metatarsaalliiges,1
2947,borderline,1
2948,temporormandibulaarliiges,1
2949,compensata,1
2950,subretinaalne,1
2951,lattice,1
2952,operatcionem,1
2953,Radic,1
2954,discog,1
2955,Coxa,1
2956,Infertil,1
2957,Vaskuliit,1
2958,Akroparestesia,1
2959,Empüeem,1
2960,Alzhemeri,1
2961,traum,1
2962,CHARCOT-MARIE-TOOTHi,1
2963,autosoom-dominantne,1
2964,analü,1
2965,Vasomotoorne,1
2966,Vertigo,1
2967,Meniére,1
2968,Sinineevus,1
2969,Düshidrootiline,1
2970,Alopecia,1
2971,capsulae,1
2972,laesio,1
2973,neurofibromatoos,1
2974,Odex,1
2975,Ureaplasma,1
2976,parvum,1
2977,Perinataalse,1
2978,perinataalse,1
2979,vert,1
2980,düsplaasiast,1
2981,Dors,1
2982,otoskleroos,1
2983,Activelle,1
2984,temporomand,1
2985,abortum,1
2986,rekirrentne,1
2987,Sfenoid,1
2988,vasdak,1
2989,Monomorfne,1
2990,laminektoomiajärgne,1
2991,Diskogeenne,1
2992,Hantaa,1
2993,Colpopexia,1
2994,Uretropexia,1
2995,TVT-o,1
2996,piriformis,1
2997,Solarne,1
2998,mehhaanili,1
2999,hematometra,1
3000,dikoriaalne,1
3001,diamniaalne,1
3002,humeroskap,1
3003,metüülkloroisotiasolinoon,1
3004,Entamoeba,1
3005,Granuloma,1
3006,migrans,1
3007,Seroquel,1
3008,adneksideta,1
3009,tatud,1
3010,climacterica,1
3011,Hemiparees,1
3012,klapprutuus,1
3013,hüppeliiegs,1
3014,femoropatellaris,1
3015,actinica,1
3016,PostLASIK,1
3017,Rectocele,1
3018,Exfoliat,1
3019,bilateraalelst,1
3020,insitu,1
3021,infraventr,1
3022,anteriooorne,1
3023,condylitis,1
3024,radikulopaatiaga-L5,1
3025,hüpalgeesia,1
3026,hüpesteesia,1
3027,Allrgia,1
3028,oidaaldegeneratsioon,1
3029,Hüpofüüsi,1
3030,verdumise,1
3031,paresteesiatega,1
3032,valusündr,1
3033,polycystici,1
3034,Kahltus,1
3035,meetria,1
3036,Larüngospasm,1
3037,ventoliinile,1
3038,Symptomatica,1
3039,testikulaarne,1
3040,sümtomitega,1
3041,toonilis-kloonilste,1
3042,Chlam,1
3043,Pneum,1
3044,luksatsS83,1
3045,varusartroos,1
3046,Pingueculad,1
3047,Neutrofiilne,1
3048,pegINF,1
3049,Lamellaarne,1
3050,cordaronest,1
3051,kolposkoopia,1
3052,hallux,1
3053,sidem,1
3054,insufficients,1
3055,Achilleuse,1
3056,peritendinopaatia,1
3057,Inastabiltas,1
3058,elongeerunud,1
3059,Düsfunktsioon,1
3060,fibrolipoom,1
3061,turcica,1
3062,Pucker,1
3063,foveošiis,1
3064,stromaalne,1
3065,epididüümise,1
3066,Sarkoidoosi,1
3067,assatal,1
3068,urtikaaria,1
3069,Tubaarne,1
3070,tserebellaarse,1
3071,Mitteprol,1
3072,Fluidothorax,1
3073,düsplastiline,1
3074,GHA2DS2Vasc,1
3075,galaktorröata,1
3076,metatarsalgia,1
3077,myomatosus,1
3078,haamervaravs,1
3079,Infet,1
3080,Bekteriaalne,1
3081,papilliferum,1
3082,varietas,1
3083,follicularis,1
3084,demüeliniseerivale,1
3085,Intermitteeruv,1
3086,aserinae,1
3087,supraventr,1
3088,gonaroos,1
3089,hulgiliigesepõletik,1
3090,polüartropaatia,1
3091,planusele,1
3092,laceratum,1
3093,Paemal,1
3094,Cordaronist,1
3095,Bifastsikulaarblokaad,1
3096,funkt,1
3097,BBS-ga,1
3098,Laktoositaluvustesti,1
3099,lipoma,1
3100,pelvis,1
3101,skleorseeriv,1
3102,Allergica,1
3103,endometrioidne,1
3104,Peritendiniit,1
3105,Premenopaus,1
3106,Fibroepiteliaalne,1
3107,Dermatis,1
3108,insecta,1
3109,invaginatsioonist,1
3110,inkontinentsiga,1
3111,nerinoom,1
3112,karotiidarterianeurüsm,1
3113,proliferatiivne,1
3114,parotise,1
3115,Instabiliats,1
3116,posttarumatica,1
3117,Osteoporosis,1
3118,põskkkopas,1
3119,suuaftid,1
3120,Tserebellaarse,1
3121,l-thyroxinist,1
3122,Protrahheeritud,1
3123,kondüliit,1
3124,Fibroplastiline,1
3125,adhesiivne,1
3126,Pareml,1
3127,Guillaini-barré,1
3128,glenohumerale,1
3129,symptomatica,1
3130,ogankahjustus,1
3131,pect,1
3132,majuse,1
3133,osalinevigastus,1
3134,Glauc,1
3135,puudulikkus3,1
3136,Abdominaalne,1
3137,hüsterktoomia,1
3138,proliferativa,1
3139,Postoperativa,1
3140,Köhavariantse,1
3141,köhavariantse,1
3142,Corporis,1
3143,thyreoideae,1
3144,Crile,1
3145,funct,1
3146,collateraleis,1
3147,Peyronie,1
3148,mitteneurogeenne,1
3149,transudatiivne,1
3150,mõlempoolne,1
3151,basalioom,1
3152,Rindkerekontusioon,1
3153,subluksatsioon,1
3154,conisatio,1
3155,uveiit,1
3156,Täpsutamata,1
3157,fascia,1
3158,Monomorfsed,1
3159,Metforal,1
3160,okulaarne,1
3161,Emakakela,1
3162,endometrioosi,1
3163,düsuuria,1
3164,abik,1
3165,Prolif,1
3166,vitrektomeeritud,1
3167,inferolateralis,1
3168,tarsaalsel,1
3169,duktaalkartsinoomG2,1
3170,HER2skoor1,1
3171,Regionis,1
3172,buccae,1
3173,Hepatogestosis,1
3174,facialise,1
3175,inquinalis,1
3176,postILE,1
3177,Lümfadenopaatia,1
3178,diploopia,1
3179,Bence-Jonesi,1
3180,Bence,1
3181,Aspiraatorravil,1
3182,aspiraatorravil,1
3183,Asteatootiline,1
3184,Kardiostimulaator,1
3185,kardiostimulaator,1
3186,püogeenne,1
3187,papillaarsele,1
3188,Morton`i,1
3189,akromiokl,1
3190,mitokondriaalne,1
3191,entsefalomüopaatia,1
3192,Epideermaalne,1
3193,Astrocytoma,1
3194,fibrillarum,1
3195,Lihhenoidne,1
3196,karstinoom,1
3197,hulgimetastaasidega,1
3198,kaltsitoniini,1
3199,Ovultasiooni,1
3200,Kortikaalne,1
3201,Excorationes,1
3202,multae,1
3203,orgnkahj,1
3204,chlamydia,1
3205,hüpoproteieemia,1
3206,Septiiline,1
3207,Paroxüsm,1
3208,asstosieeruv,1
3209,mitte-erosiivne,1
3210,Extubatio,1
3211,vascul,1
3212,krronilinse,1
3213,retinatsioonist,1
3214,neeruinsufitsients,1
3215,ostomüeliit,1
3216,Ascites,1
3217,kahltus,1
3218,maliigsele,1
3219,efusioonile,1
3220,Kolijusisene,1
3221,meelemarkusetusega,1
3222,talkpleurodees,1
3223,Pickwick,1
3224,pulmonalis,1
3225,paroksusm,1
3226,septica,1
3227,Peritoneaaldialüüsi,1
3228,Epidermidis,1
3229,hüperkaltseemia,1
3230,Hiatus,1
3231,eksudaat,1
3232,adenokartsinoomi,1
3233,Relaparotomia,1
3234,Hematoperitoneum,1
3235,Hysterectomia,1
3236,supracervicalis,1
3237,salpingectomia,1
3238,Kardiopulmonaalne,1
3239,Revisio,1
3240,instrumentalis,1
3241,külotooraks,1
3242,iatrogeenne,1
3243,vigatus,1
3244,dilateerimise,1
3245,Raoultella,1
3246,ornithinolytica,1
3247,Atonia,1
3248,Verkaotus,1
3249,polüorganpuudulikkus,1
3250,parapleegia,1
3251,pulmonaalhüprtensioon,1
3252,bronhiektaasiatõve,1
3253,cotyloides,1
3254,transplantaat,1
3255,Episiotoomia,1
3256,Fekaal,1
3257,Jamesoole,1
3258,Südamepuudulikusest,1
3259,fluidotooraks,1
3260,Urosepsisest,1
3261,Ekstrahepaatiline,1
3262,koletaas,1
3263,Passaži,1
3264,Prolapsus,1
3265,funiculi,1
3266,umbilicalis,1
3267,duocdeenumisse,1
3268,Dgn-tud,1
3269,NT-proBNP,1
3270,Entero-enteroanastomoosi,1
3271,müoglobiin,1
3272,subiileus,1
3273,Infarktpneumonia,1
3274,Verdumiskolded,1
3275,subkortikaalsel,1
3276,tsefuroksiimile,1
3277,endotokseemilise,1
3278,hulgiorganpuudulikkus,1
3279,eGFR35,1
3280,a.-l,1
3281,adrenokortikotroopne,1
3282,Sensoor-amnestiline,1
3283,shokk,1
3284,NYHa,1
3285,talo-cruralis,1
3286,Perineumi,1
3287,Hulgiorganpuudulikkus-,1
3288,majores,1
3289,respiratoa,1
3290,S-skoliosis,1
3291,latum,1
3292,lipodermatoskleroos,1
3293,Anteroseptaalne,1
3294,Subhüal,1
3295,bled,1
3296,Permanens,1
3297,Persist,1
3298,asta,1
3299,adenokartsinoomirakud,1
3300,tservitsiit,1
3301,korioretinaalne,1
3302,põiendiline,1
3303,keratopaatia,1
3304,prk-a,1
3305,preretinaalne,1
3306,Trandate,1
3307,diaphragmatica,1
3308,Ajuinfarktijärne,1
3309,iit--,1
3310,--sin,1
3311,Spondylopathia,1
3312,paroksüsmaalis,1
3313,stenoses,1
3314,tibiarum,1
3315,externa,1
3316,helicobacter,1
3317,risk3,1
3318,Alloprotees,1
3319,maksasteatoos,1
3320,koronaari,1
3321,tamponaadiga,1
3322,Haemarthrosis,1
3323,Bouchard'i,1
3324,permanans,1
3325,Artrodesis,1
3326,talocalcanei,1
3327,reflux,1
3328,Ataksia,1
3329,diplopiaga,1
3330,vaskulaarsed,1
3331,Paraplegia,1
3332,Bloccus,1
3333,marevaanravil,1
3334,vasospasmi,1
3335,Cardisclerosis,1
3336,Prothesis,1
3337,Epitsüstostoomiga,1
3338,ruptura,1
3339,Ménière`i,1
3340,Constipatio,1
3341,Thyreotoxicosis,1
3342,sesmise,1
3343,minima,1
3344,dehüdrogenaasi,1
3345,angio,1
3346,Posit,1
3347,serol,1
3348,kardias,1
3349,Vaskus,1
3350,parietaalsagaras,1
3351,dipleegia,1
3352,osteogenesis,1
3353,imperfecta,1
3354,descentis,1
3355,maliigsed,1
3356,keskmediastiinumis,1
3357,eksatrasüstoolia,1
3358,astsiit,1
3359,hüpersplenism,1
3360,soxae,1
3361,humeroscapul,1
3362,kilpnaarne,1
3363,Kalkuloosne,1
3364,aordikalpi,1
3365,aerug,1
3366,trophicans,1
3367,carot,1
3368,ageneesia-,1
3369,saneerunud,1
3370,retrosternalis,1
3371,viarum,1
3372,urinariarum,1
3373,specificato,1
3374,gripipleurviirus,1
3375,faec,1
3376,Diazepaam,1
3377,Paresis,1
3378,dermoidea,1
3379,salpingo-oophorect,1
3380,torsioon,1
3381,Torsio,1
3382,Duodenumi,1
3383,spisoonekertsi,1
3384,genous,1
3385,cT4aNxM1,1
3386,paraort,1
3387,Pneumoniae,1
3388,mucinosum,1
3389,biventricularis,1
3390,iii--,1
3391,Perikardiefusioon,1
3392,väljavalandus,1
3393,Effusio,1
3394,perecardii,1
3395,postthrombotica,1
3396,acidi,1
3397,folici,1
3398,Uroinfectio,1
3399,hematokolpos,1
3400,dukas,1
3401,Interkostaalneuralgia,1
3402,fibroleiomüoom,1
3403,)-tahy-,1
3404,Kristelleri,1
3405,Hashimoto,1
3406,Trahheostoom,1
3407,mitraalkomissurotoomia,1
3408,Kemoradiatsiooni,1
3409,Anamnesis,1
3410,obstetrica,1
3411,tracti,1
3412,koorionamnioniit,1
3413,saphena,1
3414,glükokortikoidhormooni,1
3415,Preeklmapsia,1
3416,E. Coli,1
3417,Olüneuropaatia,1
3418,pesrsisteeriv,1
3419,grafti,1
3420,Periprotseduraalne,1
3421,kardiomarkerite,1
3422,Caps,1
3423,restenoos-,1
3424,kommissuurotoomia,1
3425,intrasellaarselt,1
3426,Adenokortikotroopne,1
3427,türeotroopne,1
3428,Tiotil,1
3429,angusta,1
3430,kõgusel,1
3431,Sapipõe,1
3432,disfunktsioon,1
3433,dgn-tud,1
3434,koorioamnioniit,1
3435,restenoosile,1
3436,VAsempoolne,1
3437,Barret'i,1
3438,Macleodi,1
3439,hemokonsentratsioon,1
3440,endoemtrioom,1
3441,endoprot,1
3442,degenerativa,1
3443,ovaariumi,1
3444,vaskularisatsiooni,1
3445,visualiseeru,1
3446,sarnanb,1
3447,dermoidtsüstile,1
3448,trombotütopeenia,1
3449,proteseeritu,1
3450,Oblitereeriv,1
3451,tromboangiit,1
3452,buerger,1
3453,T. Desaminooxytocini,1
3454,Kardioversiooni,1
3455,trombektoomia,1
3456,koronaarid,1
3457,Crusei,1
3458,sünehhiad,1
3459,radiosünovektoomia,1
3460,bariaatrilise,1
3461,Takotsubo,1
3462,tentooriumi,1
3463,mesoteliaalne,1
3464,beniigne,1
3465,Brenneri,1
3466,Minimental,1
3467,Bradü-tahhüfr,1
3468,vagina,1
3469,Statud,1
3470,effectus,1
3471,toxicus,1
3472,alcoholicus,1
3473,Vaginoperineaalne,1
3474,Krüptogeenne,1
3475,Osteopoorislähedane,1
3476,BMS-stent,1
3477,Corynebacterium,1
3478,jeikeium,1
3479,Lakunaarse,1
3480,Postpolio,1
3481,Metformiinravi,1
3482,retrocervicalis,1
3483,teadamata,1
3484,reziimis,1
3485,Incompl,1
3486,Serophenega,1
3487,Holteri,1
3488,tahhüarütmia,1
3489,mitraaklapi,1
3490,anat,1
3491,Kadioverter,1
3492,defibrillaator,1
3493,revisioonendoproteesimine,1
3494,endarterektoomi,1
3495,Nephritis,1
3496,Misoprostoli,1
3497,dialatatio,1
3498,cervicic,1
3499,amniotomiam,1
3500,Fibroma,1
3501,Pollicis,1
3502,Mikrotsütaarne,1
3503,hüpokroomne,1
3504,Focii,1
3505,endometriosis,1
3506,ovari,1
3507,dekomprimeerivat,1
3508,dekomprimeeritud,1
3509,ileostoom,1
3510,popliteaalarteri,1
3511,prelininaarperiood,1
3512,eksikoosi,1
3513,polütsüstneer,1
3514,tubarius,1
3515,Ventrikulaarsed,1
3516,Adenosis,1
3517,cylindrocellulare,1
3518,ductalis,1
3519,atypica,1
3520,mensici,1
3521,Diverticulum,1
3522,Ecoli,1
3523,overlap,1
3524,bradükinees,1
3525,Di->,1
3526,Chorioamnionitis,1
3527,Analgaesia,1
3528,Dystokia,1
3529,preliminaarperiood,1
3530,laminektoomia,1
3531,kreatiniin,1
3532,autoimmunis,1
3533,Adenoma,1
3534,Subendokardiaalne,1
3535,rektumi,1
3536,stapleri,1
3537,ponsis,1
3538,peroneaalarteri,1
3539,EKG-Holteris,1
3540,kuplettide,1
3541,konkremendile,1
3542,Diskopaatia,1
3543,asümptomaatiline,1
3544,dissektsioon,1
3545,scapulae,1
3546,Mastektoomia,1
3547,kartsionoom,1
3548,Thyrozole,1
3549,eutüreoosis,1
3550,trigeminia,1
3551,Cavum,1
3552,Douglasi,1
3553,mikrotsütaarne,1
3554,Ferritiini,1
3555,glenohumorales,1
3556,S. Oxytocini`ga,1
3557,normotsütaarne,1
3558,48min,1
3559,dex2004,1
3560,amniotomia,1
3561,Desaminooxytocini,1
3562,bromokrüptiiniga,1
3563,risk9,1
3564,Calendulae,1
3565,Sakrumi,1
3566,CHA2DS2-Vasc,1
3567,pelvi,1
3568,hemotooraks,1
3569,cervix,1
3570,Opereritud,1
3571,Adenokarcinoma,1
3572,endoskoopiliselt,1
3573,Defectus,1
3574,Pancreas,1
3575,divisum,1
3576,progrediens,1
3577,Peritubaarsed,1
3578,trapezei,1
3579,Epitsüstosoom,1
3580,auto-allovenotransplantationem,1
3581,femoro-tibialis,1
3582,adenomüoos,1
3583,Antrumi,1
3584,Bradükardiline,1
3585,Patch,1
3586,ferripriva,1
3587,gantreen,1
3588,histrioonilised,1
3589,Providencia,1
3590,stuartii,1
3591,hematomeetra,1
3592,defitisiit,1
3593,Laparoskoopiline,1
3594,I. Emaka,1
3595,Kandidiaasina,1
3596,tumor,1
3597,30tundi,1
3598,enukleatsiooni,1
3599,14min,1
3600,rekanaliseerunud,1
3601,amputatsiooniga,1
3602,Unguium,1
3603,decompressiva,1
3604,antenatalis,1
3605,eksikoos,1
3606,Kodadevirvendusarütmia,1
3607,hüpokortisoleemia,1
3608,reziim,1
3609,baasfr,1
3610,transplantaadi,1
3611,nefrektoomiajärgne,1
3612,Dekanüleeritud,1
3613,kateeterablatsioon,1
3614,peritubaarsed,1
