analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
Uriini uuringud,Aeroobne külv: ole,2344,,,,urine,,
Mikrobioloogilised uuringud,"Nimetus(Streptococcus, beeta-hemolüütiline)",68139,,,,Bld,Pt,Qn
Immuunuuringud,CA 19-9,2009,kU/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,SR(Settereaktsioon),40,mm/h,,,Bld,Pt,Qn
Hematoloogilised uuringud,RDW,24,%,RDW,Ratio,Bld,Pt,Qn
Mikrobioloogilised uuringud,Apitsilliin + sulbak,552,,,,urine,,
Uriini uuringud,Leukots. silindri,3530,,,,urine,,
Hematoloogilised uuringud,Lümfotsüüdide abs arv,1857,x 10 9/L,Lymph,Num,Bld,Pt,Qn
Immuunmeetoditel uuringud,PSA,,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsiin MIK,30215,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MPV,1850,%,MPV,unknown,Bld,Pt,Qn
Ekstraheeritavate tuumaantigeenide vastane IgG seerumis (paneel),SS-A/<ANONYM> antikehad,66707_S-ENA-paneel,<ANONYM> unit,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,bioloogilise materjali külv,438,,,,urine,,
Mikrobioloogilised uuringud,Fusidii,30270,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Klindamütsii,574,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Blastid,Blastid,,,,Bld,Pt,Qn
Hematoloogilised uuringud,2 B-HbA1C(Glükeeritud hemoglobiini fraktsioon A1c),71880,%,HbA1c,MFr,Bld,Pt,Qn
Happe-alus tasakaal,tBil,71708,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,amorfsed fosfaadid,U-Sedim,-,,,urine,,
Mikrobioloogilised uuringud,"Cm-Ngo-PC(Neisseria gonorrhoeae, PCR (emakakaelakanalikaapest))",2074,,,,urine,,
Uriini analüüs 10-parameetrilise testribaga,Urobilinogeen,U-Strip,mikromol/l,Urobilinogeen UBG,SCnc,urine,,
Biokeemia analüüs,S-Bil-unconj,,,,,urine,,
VÄL,Beeta-2 mikroglobuliin,41451,ug/L,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Antigeen PNMA2(Ma2/Ta)-vastane IgG seerumist/Neuronaalsed au,AntigeenPNMA2(Ma2/Ta)-vastaneIgGseerumist/Neuronaalsedau,,,,Bld,Pt,Qn
Uriini uuringud,U-Er(Erütrotsüüdid uriinis),703,µl,Erütrotsüüdid,NCnc,urine,,
Biokeemia labor (haigla),ABO veregrupi ja RH kinnitav mä,7048,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Erütrotsüütide makrotsütoos,,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Anti- Yo- seerumist/plasmast -Neuronaalsete autoantikehad,Anti-Yo-seerumist/plasmast-Neuronaalseteautoantikehad,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amoksitsilliin,144210,,,,urine,,
Kliiniline labor (haigla),lameepitee,10165,,,,urine,,
Mikrobioloogilised uuringud,Amfoteritsiin MI,30221,,,,urine,,
Immuunmeetoditel uuringud,Candida albicans DNA RT-PCR meetodil täisverest,CandidaalbicansDNART-PCRmeetodiltäisverest,,,,Bld,Pt,Qn
VÄL,PTH,41420,pmol/l,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Candida glabrata DNA RT-PCR meetodil täisverest,,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,TMP-SMX,144303,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Lihtherpeseviiruse 2. tüübi DNA emakakaelakanalikaapest,Lihtherpeseviiruse2.tüübiDNAemakakaelakanalikaapest,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Aeroobseid mikroobe ei kasva,693,,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,"MCHC, g/L",vB-CBC-3,.,MCHC,MCnc,Bld,Pt,Qn
LTKH allhanked,Yersinia pseudotuberculosis(6. Yersinia pseudotuberculosis),1630,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nitrofurantoii,30142,,,,urine,,
Mikrobioloogilised uuringud,Mikroobi nimi,4771,,,,Bld,Pt,Qn
Doonorivere sobivusproov,3. sobivusproov,B-XmB,-,,,Bld,Pt,Qn
Uriini ribaanalüüs,,U-Strip,g/l,,,urine,,
Vereäige mikroskoopia,Atüüpilised lümfoidsed rakud,B-Hemo,%,,,Bld,Pt,Qn
Hematoloogilised uuringud,#MID,5689,10 U/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Pf-Ae(Aeroobse mikrofloora külv (pleuravedelikust)),1760,,,,Bld,Pt,Qn
Hematoloogilised uuringud,4 B-Hct(Hematokritt),15,%,HCT,VFr,Bld,Pt,Qn
Kliinilise keemia uuringud,Valk(Üldvalk seerumis),7677,g/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Oksatsilliin(Oksatsilliin),71181,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsiin(Gentamütsiin),59332,,,,urine,,
Uriini uuringud,U-Pro(Valk uriinis),1142,g/l,,,urine,,
Kliinilise keemia uuringud,eGFR (MDRD),3323,"ml/min/1,73 m2",,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus,67774,,,,Bld,Pt,Qn
Immuunuuringud,FSH,1603,IU/l,,,Bld,Pt,Qn
Automaatuuring 3 osalise leukogrammiga (polikliinik),MCV,B1-A3Diff,fl,MCV,EntVol,Bld,Pt,Qn
Mikrobioloogilised uuringud,Nimetus(Enterococcus),144393,,,,urine,,
Kliiniline labor,erütrotsüüdid,10151,,RBC,NCnc,Bld,Pt,Qn
CBC-5Diff Hemogramm viieosalise leukogrammiga,RBC,B1-CBC-5Diff,10*6 µl,RBC,NCnc,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,HGB,B-CBC+Diff,g/L,HGB,MCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Mikroobi kogu,6774,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Ertapenee,30125,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Mikroobi kogu,30339,,,,urine,,
Biokeemia labor,B3-AB0+Rh(D) kinnita,10497,,,,urine,,
Hematoloogilised uuringud,MCH(Keskmine hemoglobiini hulk erütrotsüüdis),611,pg,MCH,EntMass,Bld,Pt,Qn
Happe-alus tasakaal,Anion gap,Aniongap,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Oksatsillii(Oksatsilliin),71199,,,,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,Värvu(Värvus),11091,,,,urine,,
Kliiniline vereanalüüs,Müelotsüüdid,Müelotsüüdid,,,,Bld,Pt,Qn
Uriini uuringud,Värvu,133,,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,PLT Trombotsüüdid,B-CBC+Diff,10*9/L,PLT,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Amikatsiin MIK,30088,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gram negatiivne mikrofloora,738,,,,urine,,
Kliinilise keemia uuringud,CRP,4656,mg/l,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),F-Aden_(Adenoviirused väljaheites),10323,,,,urine,,
Mikrobioloogilised uuringud,Klindamütsiin(Klindamütsiin),59907,,,,urine,,
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga) ja normoblastidega,BASO#,B-CBC+Diff+NRBC,10^9/L,Baso,Num,Bld,Pt,Qn
B-Vere äigepreparaadi mikroskoopia,Segmenttuumsed neutrofiilid,,%,,,Bld,Pt,Qn
Hematoloogilised uuringud,Neutrofiilide,1234,%,Neut,NCnc,Bld,Pt,Qn
CBC-5Diff Hemogramm viieosalise leukogrammiga,RBC,B-CBC-5Diff,10^12/l,RBC,NCnc,Bld,Pt,Qn
Uriini uuringud,Val,3515,,,,urine,,
Hematoloogilised uuringud,RDW-CV(Erütrotsüütide suurusjaotuvuse variatsioonikoefitsent),2474,%,RDW,Ratio,Bld,Pt,Qn
Hematoloogilised uuringud,Eosinofiilid,737,%,Eo,NCnc,Bld,Pt,Qn
LTKH allhanked,Anti-Yo(Autoantikehad neuronaalsete antigeenide Yo vastu (analüüs seerumist ja liikvorist)),1478,,,,Bld,Pt,Qn
Narkootikumide kvalitatiivne uuring uriinist,Metamfetamiinid (U),U-Narco,,,,urine,,
Mikrobioloogilised uuringud,F-Aden-Ag(Adenovirus`e antigeen imuunmeetodil (väljaheitest)),1720,,,,urine,,
Uriini sademe mikroskoopia,<ANONYM> (ur. sademes),U-Sedim,-,,,urine,,
Mikrobioloogia labor (haigla),Tsefepii,30137,,,,Bld,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,Gumprechti varjud,,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Erütromütsiin(Erütromütsiin),58895,,,,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,Neut#,vB-CBC-5Diff,10\9/l,Neut,Num,Bld,Pt,Qn
Biokeemia analüüs,U-Aceton atsetoon uriinis,U-Acetonatsetoonuriinis,,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,tsütomegaloviirus IgG CMV IgG,tsütomegaloviirusIgGCMVIgG,,,,Bld,Pt,Qn
Kardiomarkerid,S.Troponiin,377,ng/ml,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Oktsatsilliin,550,,,,urine,,
Immuunmeetoditel uuringud,e6 / sp IgE merisea suhtes,e6/spIgEmeriseasuhtes,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tigetsükliin MIK,30262,,,,Bld,Pt,Qn
Doonorvere sobivusproov,4.sobivusproov,B-XmB,-,,,Bld,Pt,Qn
Uriini uuringud,Ülemineku epiteel,2127,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,Monotsüüdid,Monotsüüdid,,Mono,unknown,Bld,Pt,Qn
Hemogramm viieosalise leukogrammiga,EO#,B-CBC-Diff,10^9/L,Eo,Num,Bld,Pt,Qn
Mikrobioloogilised uuringud,Norfloksatsiin,144524,,,,urine,,
Biokeemia labor,B1-aRB,10498,,,,Bld,Pt,Qn
VÄL,Monotsüüdid,44681,%,Mono,NCnc,Bld,Pt,Qn
Immuunmeetoditel uuringud,f95 /sp IgE visrisku suhtes,f95/spIgEvisriskusuhtes,,,,Bld,Pt,Qn
hemogramm,B-LPR,B-CBC-3Diff,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mo-My(Seente külv (suust)),2154,,,,urine,,
Hematoloogilised uuringud,8 B-Baso%(Basofiilide suhtarv),622,%,Baso,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Penitsillii,549,,,,Bld,Pt,Qn
VÄL,Noroviiruse ag roojas,41525,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Itrakonasool MI,30224,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,EB Tsiprofloksatsiin,144316,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Norfloksatsiin,571,,,,urine,,
Hematoloogilised ja uriini uuringud,Lim(Lima),11064,,,,Bld,Pt,Qn
Kliiniline labor,GRA (abs.,43897,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Monotsüütide,3042,%,Mono,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,kubemevoldid,793,,,,urine,,
Mikrobioloogilised uuringud,Gentamütsiin H(Gentamütsiin HL),59504,,,,urine,,
Mikrobioloogilised uuringud,ampitsillii(PERH antibiogramm mikrobioloogia),4740,,,,Bld,Pt,Qn
Biokeemia labor,Glükoos (kordus) 12.00,10569,mmol/l,Gluc,SCnc,urine,,
Mikrobioloogilised uuringud,Erütromütsii(Erütromütsiin),58735,,,,urine,,
Mikrobioloogilised uuringud,Penitsilliin MIK,30113,,,,Bld,Pt,Qn
Sperma biok uuringud,IL-8 sem plasma,2736,ng/L,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Klaritromütsii,144648,,,,urine,,
Mikrobioloogilised uuringud,kül,1010,,,,urine,,
Mikrobioloogilised uuringud,Nitrofurantoiin(Nitrofurantoiin),61222,,,,urine,,
Mikrobioloogilised uuringud,Erütrom. 4,909,,,,urine,,
Hematoloogilised uuringud,B-Baso%(Basofiilide suhtarv),622,%,Baso,NCnc,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Oksatsilliin MIK,30275,,,,urine,,
Kliiniline vere ja glükohemoglobiini analüüs,Gumprechti varjud,Gumprechtivarjud,,,,Bld,Pt,Qn
Hematoloogilised uuringud,9 B-Eo#(Eosinofiilide arv),627,/nL,Eo,Num,Bld,Pt,Qn
LTKH allhanked,Anti-Ri(Autoantikehad neuronaalsete antigeenide Ri vastu (analüüs seerumist ja liikvorist)),1477,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MPV(Trombotsüütide keskmine maht),2198,fL,MPV,EntVol,Bld,Pt,Qn
"Hemogramm, (mikroskoopia)",Mononucleaar,B-Hemo-m,.,,,Bld,Pt,Qn
Happe-alus tasakaal,SBE aluste liig rakuvälises vedelikus,,,,,Bld,Pt,Qn
Immuunuuringud,Vitamiin D (25-OH),4724,nmol/l,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),"Nimetu(Paneeli kuuluvad mikroobid ORG-GROUP EBC, materjalid ur, uc, ub)",6773,,,,urine,,
Mikrobioloogia labor (haigla),Ampitsilliin MIK,30156,,,,urine,,
Glükohemoglobiin veres (SI),HbA1c %,B-HbA1c,%,HbA1c,MFr,Bld,Pt,Qn
Kliinilise keemia uuringud,Naatrium( Naatrium seerumis),7667,mmol/l,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsiprofloksatsiin(Tsiprofloksatsiin),65785,,,,Bld,Pt,Qn
Seroloogilised uuringud,Chlamydia pneumonia Ig(Chlamydia pneumonia IgG seerumist),1234,EIU,,,Bld,Pt,Qn
Autoimmuundiagnostika,M2-3E (BPO),147257,,,,Bld,Pt,Qn
Uriini analüüs,U-Ket Ketokehad,U-KetKetokehad,,ketoonid,SCnc,urine,,
Kliinilise keemia uuringud,Reumatoidfakto,1325,kU/l,,,Bld,Pt,Qn
Uriini analüüs,U-Amp neg amfetamiin ja tema derivaadid uriinis,U-Ampnegamfetamiinjatemaderivaadiduriinis,,,,urine,,
Hematoloogilised uuringud,E-MCHC(Keskmine hemoglobiinikontsentratsioon erütrotsüüdis),2485,g/l,MCHC,MCnc,Bld,Pt,Qn
Biokeemia labor,P- Gluc,10524,,,,urine,,
Biokeemia analüüs,S-gam-gl Gamma globuliinid,,,,,urine,,
Immuunmeetoditel uuringud,Neisseria gonorrhoeae DNA emakakaelakanalikaapest,NeisseriagonorrhoeaeDNAemakakaelakanalikaapest,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Norfloksatsiin(Norfloksatsiin),61622,,,,Bld,Pt,Qn
Uriini uuringud,Mikroobid,603,,,,urine,,
Happe-alus tasakaal,Shunte,71694,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mikroobi kogus,67084,,,,Bld,Pt,Qn
Happe-alus tasakaal,tCO2(B),tCO2(B),,,,Bld,Pt,Qn
Hematoloogilised uuringud,2 PCT,32,%,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Sp-MycQ(Seente kvantitatiivne uuring rögast),10266,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Gentamütsii(Gentamütsiin),59276,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Prms Mikroobi kogus,145715,,,,Bld,Pt,Qn
Hematoloogilised uuringud,12 NRBC,717,,,,Bld,Pt,Qn
Hematoloogilised uuringud,11 B-Mono%(Monotsüütide suhtarv),620,%,Mono,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,B-HbA1(Glükeeritud hemoglobiini fraktsioon A1c),71880,%,HbA1c,MFr,Bld,Pt,Qn
Kliiniline vereanalüüs,Trombotsüütide makrotsütoos,Trombotsüütidemakrotsütoos,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,B-Aer 3(Aeroobse mikrofloora külv (verest)),1773,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,antibiogramm(antibiogramm),3267,,,,Bld,Pt,Qn
Uriini uuringud,U-Alb/U-Crea(Albumiini ja kreatiniini suhe uriinis),1175,mg/mmol,,,urine,,
Immuunuuringud,"cTn(Troponiin T, kardiaalne)",10404,ng/ml,,,Bld,Pt,Qn
Biokeemia labor,S2-Trig,10487,mmol/l,Trigl,SCnc,Bld,Pt,Qn
Koronarograafia,S,S,,,,urine,,
Mikrobioloogilised uuringud,Pärmiseeni ei kasva,694,,,,urine,,
Immuunuuringud,Merisiga(Merisiga),11199,IU/ml,,,Bld,Pt,Qn
Hematoloogilised uuringud,4 B-GR-arv(Garnulotsüütide arv),23,10 l,,,Bld,Pt,Qn
Immuunmeetoditel uuringud,Trichomonas vaginalis DNA emakakaelakanalikaapest,,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Sp-Ae(Aeroobide uuring rögast),10224,,,,urine,,
Spermagramm,RBC,Sem-Cyto,r/vv,RBC,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Er.basof.sõmerus,70921,korda,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,<ANONYM> - oksalatid,U-sedim-suprav,.,,,urine,,
Mikrobioloogilised uuringud,Erütrom. 1,917,,,,urine,,
Väljast tellitud analüüsid,ALDO aldosteroon,ALDOaldosteroon,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Amox/clav. MIK(Amoxacillin / clav. MIK),71149,,,,urine,,
Mikrobioloogilised uuringud,Bakterioskoopia (uuring seentele,1014,,,,Bld,Pt,Qn
Uriini ribaanalüüs,Urobilinogeen uriinis,U-Strip,µmol/l,Urobilinogeen UBG,SCnc,urine,,
Mikrobioloogilised uuringud,tsefotaksii,4748,,,,Bld,Pt,Qn
Kliiniline vereanalüüs,Neutrofiilide toks. granulatsioon,Neutrofiilidetoks.granulatsioon,,,,Bld,Pt,Qn
Spetsiifiline IgE allergeenide segu suhtes,"IgE fp3 (nisu, kaer, mais, seesami seemned, tatar)",S2-fp5_IgE,kU/L,,,Bld,Pt,Qn
Hematoloogilised ja uriini uuringud,Erütrotsüüdi(Erütrotsüüdid),11043,mikroliitris,Erütrotsüüdid,NCnc,urine,,
Hematoloogilised uuringud,2 B-Eo%(Eosinofiilide suhtarv),621,%,Eo,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Kepptuumsed neutrofiilid,B-Hemo-p,%,,,Bld,Pt,Qn
Laboratoorne hematoloogia,INR,93,,INR,RelTime,Bld,Pt,Qn
Seroloogiline analüüs,Veregrupi kontroll 66401,,,,,Bld,Pt,Qn
Biokeemia labor,Glükoos seerumis,27,,,,Bld,Pt,Qn
Väljast tellitud analüüsid,BCR/ABL(p210)(CML),BCR/ABL(p210)(CML),,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,MXD# (W-MCC),B-A3Diff,10*3mik/L,,,Bld,Pt,Qn
Biokeemia analüüs,U-TCA tritsükloantidepressandid uriinis,U-TCAtritsükloantidepressandiduriinis,,,,urine,,
vereäige mikroskoopia,eos.,B-Smear,-,Eo,unknown,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,LYMPH#,B-A5Diff,10x9/l,Lymph,Num,Bld,Pt,Qn
Kliinilise keemia uuringud,Gamma- glutamüüli transferaas,4663,U/l,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Tuubulussilindrid,U-Sedim,s/vv,,,urine,,
Uriini uuringud,1 makrof.,764,,,,urine,,
Autoimmuundiagnostika,CENP,71594,,,,Bld,Pt,Qn
Väljast tellitud analüüsid,Trichomonas vaginalis (PCR),Trichomonasvaginalis(PCR),,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),U-MycQ(Seente kvantitatiivne uuring uriinist (keskjoa)),10267,,,,urine,,
Immuunmeetoditel uuringud,E2 / Östradiool,E2/Östradiool,,,,Bld,Pt,Qn
Hematoloogilised uuringud,B-WB(Leukotsüüdid),605,/nL,WBC,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Meropeneem,144335,,,,urine,,
Hematoloogilised uuringud,2 B-Plt(Trombotsüütide arv),609,/nL,PLT,NCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim i/v MIK,147215,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mo-Aer(Aeroobse mikrofloora külv (suust)),1768,,,,Bld,Pt,Qn
Uriini uuringud,U-Glu(Glükoos uriinis),1141,mmol/l,Gluc,SCnc,urine,,
Kliinilise keemia uuringud,Gamma- glutamüüli transferaa,4663,U/l,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Lameepiteeli rakud,U-Sed-m.,-,Lameepiteeli rakud,Naric,urine,,
Uriini sademe mikroskoopia,Lima,U-Sedi-m,-,,,urine,,
Hematoloogilised uuringud,RB(Erütrotsüüdid veres),694,10 U/l,RBC,unknown,Bld,Pt,Qn
Happe-alus tasakaal,Hematokrit,Hematokrit,,HCT,VFr,Bld,Pt,Qn
Hematoloogilised uuringud,HG(Hemoglobiin veres),2178,g/l,HGB,MCnc,Bld,Pt,Qn
Kliiniline vereanalüüs,"B-CBC-5Diff,NRBC,RET","B-CBC-5Diff,NRBC,RET",,,,Bld,Pt,Qn
Vereäige mikroskoopia,Erütrotsüütide basof. teralisus,B-Hemo,-,,,Bld,Pt,Qn
Biokeemia labor,Glükoos (kordus) 21.0,10571,mmol/l,Gluc,SCnc,urine,,
Mikrobioloogilised uuringud,Nimetus(S. aureus),68006,,,,Bld,Pt,Qn
Biokeemia analüüs,U-EtGly etüleenglükool uriinis,U-EtGlyetüleenglükooluriinis,,,,urine,,
Hemogramm,Polüsegmenteerunud neutrofiilid,B1-Hemo,-,,,Bld,Pt,Qn
Hematoloogilised uuringud,Lümfotsüütide %,4597,%,,,Bld,Pt,Qn
Vere automaatuuring 5-osalise leukogrammiga,"RDW, CV",vB1-CBC-Diff,.,RDW,Ratio,Bld,Pt,Qn
Seroloogilised uuringud,Borrelia WB IgM (kinnitav test seerumis)(Borrelioos WB IgM (kinnitav test) seerumist ja liikvorist),1229,,,,Bld,Pt,Qn
Hematoloogilised uuringud,Trombotsüüdid,505,x 10 9/L,PLT,NCnc,Bld,Pt,Qn
Vereäige mikroskoopia,Erütrotsüütide anisotsütoos,B-Hemo-p,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ampitsillii,144209,,,,Bld,Pt,Qn
Biokeemia labor,Kreatiniin seerumis,16,mkmol/l,Crea,SCnc,Bld,Pt,Qn
Uriini uuringud,Lameepiteel,786,,,,urine,,
VÄL,CA 15-3,41449,kU/l,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Tsiprofloksatsii,30274,,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogus,66779,,,,urine,,
Mikrobioloogilised uuringud,Nimetus(Enterobakterid),67559,,,,urine,,
Hematoloogilised uuringud,B-Baso#(Basofiilide arv),626,/nL,Baso,Num,Bld,Pt,Qn
Kliiniline vereanalüüs,RDW-SD (erütrotsüütide suurusjaotuvus),RDW-SD(erütrotsüütidesuurusjaotuvus),,RDW,EntVol,Bld,Pt,Qn
Biokeemia analüüs,Immuunglobuliin G indeks,ImmuunglobuliinGindeks,,,,Bld,Pt,Qn
Uriini sademe mikroskoopia,Leukotsüüdid,U-Sed-m,-,Leukotsüüdid,Naric,urine,,
Vereäige mikroskoopia,Lümfotsüüdid,B-Hemo,%,Lymph,NCnc,Bld,Pt,Qn
Leukotsüütide pinnaantigeenide CD4 ja CD8 määramine,CD8+ rakud,B-CD4/CD8,-,,,Bld,Pt,Qn
Hematoloogilised uuringud,MCV(Erütrotsüüdi keskmine maht),3863,fL,MCV,EntVol,Bld,Pt,Qn
Hematoloogilised uuringud,B-Hb(Hemoglobiin veres),607,g/l,HGB,MCnc,Bld,Pt,Qn
Mikrobioloogilised uuringud,Mycoplasma hominis,873,,,,urine,,
Hematoloogilised uuringud,9 B-Neut%(Neutrofiilide suhtarv),618,%,Neut,NCnc,Bld,Pt,Qn
Eesnäärmesekreedi uuring,Trih. vaginalis,PrF-Cyto,vv,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Piperatsilliin/tasobaktaa,145974,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),"Nimetu(Paneeli kuuluvad mikroobid ORG-GROUP EBC, materjalid ur, uc, ub)",6773,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tsefuroksiim (suukaudne)(Tsefuroksiim (suukaudne)),65492,,,,Bld,Pt,Qn
Seroloogilised uuringud,Shigella sonne,1647,,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Gentamütsiin,30210,,,,urine,,
Hematoloogilised uuringud,Trombotsüüdid(Trombotsüüdid),7585,10 l,PLT,NCnc,Bld,Pt,Qn
Biokeemia labor (haigla),S2-AL,10453,U/l,,,Bld,Pt,Qn
Biokeemia labor (haigla),HCO,10534,mmol/l,,,Bld,Pt,Qn
Hematoloogilised uuringud,2 B-Hgb(Hemoglobiin veres),19,g/l,HGB,MCnc,Bld,Pt,Qn
Kliiniline labor,amjorfsed fosfaadi,10163,,,,urine,,
Vere automaatuuring 5-osalise leukogrammiga,RDW-CV,B1-CBC-Diff,%,RDW,Ratio,Bld,Pt,Qn
"Rakupinnamarkerite immunofenotüpeerimine, verest",CD19+CD20+ suhtarv,B-CD,%,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Ofloksatsiin(Ofloksatsiin),61827,,,,Bld,Pt,Qn
Mikrobioloogilised uuringud,Tetrats. 4,901,,,,urine,,
Uriini uuringud,Kommentaar,2348,,,,urine,,
Hematoloogilised ja uriini uuringud,MONO%(MONO%),11108,%,Mono,NCnc,Bld,Pt,Qn
Hematoloogilised uuringud,Hemoglobii,2685,g/l,,,Bld,Pt,Qn
Väljast tellitud analüüsid,IgG1,IgG1,,,,Bld,Pt,Qn
Hematoloogilised uuringud,MCH(Keskmine hemoglobiini konsentratsioon erütrotsüüdis),698,g/l,MCHC,MCnc,Bld,Pt,Qn
VÄL,Neutrofiilid #,44692,x 10 9/L,,,Bld,Pt,Qn
Mikrobioloogia labor (haigla),Vorikonasool MI,30226,,,,Bld,Pt,Qn
Kliiniline labor,ülemineku epiteel,10149,,,,urine,,
Erütrotsüütide settekiirus,Erütrotsüütide settekiirus,B-ESRw,mm/t,ESR,Vel,Bld,Pt,Qn
Hematoloogilised uuringud,#MONO(Monotsüüdid absoluutarv),524,U/l,Mono,Num,Bld,Pt,Qn
Hematoloogilised uuringud,Erütrotsüütide settekiirus 8(Settekiirus Westergreni järgi),701,mm/h,ESR,Vel,Bld,Pt,Qn
Uriini uuringud,Tuubulusrakksilinde,1159,rakku / vaateväli,,,urine,,
CBC-5Diff Hemogramm viieosalise leukogrammiga,P-LCR,B-CBC-5Diff,%,LCR,NFr,Bld,Pt,Qn
Kliiniline vereanalüüs,Erütrotsüütide settekiirus - SR,Erütrotsüütidesettekiirus-SR,,ESR,Vel,Bld,Pt,Qn
Uriini uuringud,1 U-Pro,7,g/l,,,urine,,
Mikrobioloogilised uuringud,Mikroobi kogus,66843,,,,Bld,Pt,Qn
"CD4+, CD8+ lümfotsüütide arv ja suhe, täisverest voolutsütomeetriliselt",CD4+,B-CD4+/CD8+,-,,,Bld,Pt,Qn
Vere automaatuuring 3-osalise leukogrammiga,LYMPH,B-CBC-3Diff,%,Lymph,NCnc,Bld,Pt,Qn
Uriini analüüs,Bilirubiin,Bilirubiin,,Bil,SCnc,urine,,
