analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Histoloogia,,hGH/Somatotropiinkasvuh,Diagnoos 1,,21
Histoloogia,,30159,Diagnoos 1,,3
Histoloogia,,Br-M_tuberculosis,Kirjeldus,,6
Histoloogia,,71553,Diagnoos 1,,12
Histoloogia,,S-aHIV1/2,Kirjeldus,,95
Histoloogia,,2522,Arhiivi number,,1
Histoloogia,,2411,Diagnoos 1,,1
Hematoloogilised uuringud,,U-Mg-PCR,PLCR,,22
Histoloogia,,2486,Lokatsioon,,19
Histoloogia,,S-HCV_Ab,Lokatsioon,,377
Hematoloogilised uuringud,,10149,RDW%,,24
Histoloogia,,GENGentamütsiin,Arhiivi number,,259
Histoloogia,,HHV-6IgG,Kirjeldus,,1
Histoloogia,,S-A-HCV,Arhiivi number,,4
Histoloogia,,595,Lokatsioon,,2
Histoloogia,,43163,Diagnoos 1,,2
Histoloogia,,S2-IgE,Lokatsioon,,43
Histoloogia,,S-H_influenzae_B_IgG,Kirjeldus,,3
Histoloogia,,41383,Arhiivi number,,5
Histoloogia,,Tbc_bactec,Diagnoos 1,,2
Histoloogia,,11189,Kirjeldus,,11
Histoloogia,,SynF-DiffAsünoviaalvedelikutsütoosiuuringanalüsaatoril,Arhiivi number,,1
Hematoloogilised uuringud,,41421,RDW%,,9
Histoloogia,,1194,Lokatsioon,,171
Histoloogia,,41386,Kirjeldus,,1
Histoloogia,,70945,Arhiivi number,,1
Hematoloogilised uuringud,,3634,RDW%,,19
Hematoloogilised uuringud,,S2-Hanta_IgG,RDW%,,4
Hematoloogilised uuringud,,S-TPHA,PLCR,,74
Histoloogia,,30268,Kirjeldus,,2
Histoloogia,,"B,P-iCa(ioniseeritudkaltsium)",Lokatsioon,,93
Histoloogia,,f24spIgEkrevetisuhtes,Kirjeldus,,13
Histoloogia,,927,Arhiivi number,,4
Histoloogia,,apelsin,Lokatsioon,,1
Histoloogia,,U-GlukGlükoosjuhuslikusuriinis,Kirjeldus,,61
Histoloogia,,10453,Arhiivi number,,787
Histoloogia,,1292,Diagnoos 1,,73
Histoloogia,,UbgUrobilinogeen,Arhiivi number,,1255
Histoloogia,,ASAT,Kirjeldus,,347
Hematoloogilised uuringud,,Um-Ctr-PCR,RDW%,,7
Hematoloogilised uuringud,,3524,PLCR,,2
Hematoloogilised uuringud,,B-A5Diff,RDW%,,15850
Histoloogia,,2059,Diagnoos 1,,2
Hematoloogilised uuringud,,2823,RDW%,,1
Hematoloogilised uuringud,,30150,PLCR,,5
Histoloogia,,PSA,Lokatsioon,,805
Histoloogia,,2383,Arhiivi number,,1
Histoloogia,,917,Kirjeldus,,4
Histoloogia,,B3-aRBC-g,Diagnoos 1,,50
Histoloogia,,7855,Lokatsioon,,1
Histoloogia,,4287,Lokatsioon,,1
Histoloogia,,1635,Kirjeldus,,5
Histoloogia,,Uf-PrepG,Kirjeldus,,103
Histoloogia,,40466,Arhiivi number,,1
Histoloogia,,10180,Lokatsioon,,1701
Histoloogia,,43991,Lokatsioon,,6
Histoloogia,,T/B-lümf,Arhiivi number,,6
Histoloogia,,48,Diagnoos 1,,204
Histoloogia,,67323,Arhiivi number,,4
Hematoloogilised uuringud,,f302spIgEmandariinisuhtes,PLCR,,6
Hematoloogilised uuringud,,11260,PLCR,,1
Hematoloogilised uuringud,,71684,PLCR,,7
Histoloogia,,Barbituraadiduriinis,Kirjeldus,,5
Hematoloogilised uuringud,,147157,PLCR,,1
Hematoloogilised uuringud,,S;P-Müoglobiin,PLCR,,1
Histoloogia,,S-sTrf-r,Arhiivi number,,14
Hematoloogilised uuringud,,1625,PLCR,,19
Histoloogia,,Va-Tsütol,Kirjeldus,,1871
Hematoloogilised uuringud,,AntigeenYovastaneIgGseerumis/Neuronaalsedautoantikehad,PLCR,,3
Hematoloogilised uuringud,,antikehad,RDW%,,8
Histoloogia,,144556,Lokatsioon,,11
Histoloogia,,146225,Lokatsioon,,1
Histoloogia,,S+P-Cryog,Lokatsioon,,55
Histoloogia,,S-.Amyl.,Kirjeldus,,117
Histoloogia,,S1-CK-MBm,Kirjeldus,,429
Hematoloogilised uuringud,,"S2-HIV1,2Ag/Ab",PLCR,,1
Histoloogia,,1938,Diagnoos 1,,2
Histoloogia,,1739,Kirjeldus,,55
Histoloogia,,10324,Lokatsioon,,2
Histoloogia,,HPV,Kirjeldus,,2
Histoloogia,,f41spIgElõhesuhtes,Diagnoos 1,,9
Hematoloogilised uuringud,,Hulk,RDW%,,81
Histoloogia,,P-GTTgrv,Kirjeldus,,9
Histoloogia,,Hüpersegmentatsioon,Diagnoos 1,,20
Histoloogia,,S-HSV2_IgM,Diagnoos 1,,2
Histoloogia,,1152,Arhiivi number,,3
Histoloogia,,6715,Kirjeldus,,11
Histoloogia,,771,Arhiivi number,,5
Histoloogia,,4281,Lokatsioon,,1
Hematoloogilised uuringud,,Erütrotsüütideaglomeratsioon,RDW%,,90
Hematoloogilised uuringud,,66281,RDW%,,2
Hematoloogilised uuringud,,fS-GlucGTT0min,PLCR,,14
Hematoloogilised uuringud,,71382,PLCR,,16
Histoloogia,,f259spIgEviinamarjasuhtes,Lokatsioon,,11
Histoloogia,,Wdt-Anaer,Diagnoos 1,,10
Hematoloogilised uuringud,,cTnT,PLCR,,66
Hematoloogilised uuringud,,S-Ca15-3,PLCR,,1
Hematoloogilised uuringud,,P-HCV_genot,RDW%,,9
Histoloogia,,PlrF-Triglpleuravedelikus,Arhiivi number,,1
Histoloogia,,S2-T.pallidum_Ab,Diagnoos 1,,32
Hematoloogilised uuringud,,AdenoviirusDNA,RDW%,,8
Histoloogia,,1464,Kirjeldus,,8
Hematoloogilised uuringud,,Wd-Anaer,RDW%,,11
Hematoloogilised uuringud,,30133,RDW%,,8
Histoloogia,,d74/spIgEEuroglyphusmayn,Diagnoos 1,,13
Hematoloogilised uuringud,,"PuudII(saar,paju,pappel)",PLCR,,2
Histoloogia,,"S,P-LDH",Diagnoos 1,,18
Histoloogia,,11047,Kirjeldus,,48
Hematoloogilised uuringud,,473,PLCR,,3
Histoloogia,,144556,Kirjeldus,,11
Hematoloogilised uuringud,,1409,PLCR,,12
Histoloogia,,30083,Lokatsioon,,1
Histoloogia,,S-UA(kusihape),Lokatsioon,,1533
Histoloogia,,S-FPSA,Diagnoos 1,,5
Hematoloogilised uuringud,,519,PLCR,,497
Histoloogia,,10912,Lokatsioon,,2
Hematoloogilised uuringud,,3280,RDW%,,7
Histoloogia,,45065,Lokatsioon,,3
Histoloogia,,S-Salmonella_Ab,Arhiivi number,,2
Hematoloogilised uuringud,,51,PLCR,,91
Histoloogia,,66732,Diagnoos 1,,40
Histoloogia,,1978,Kirjeldus,,2
Histoloogia,,S2-IgE-I3,Kirjeldus,,2
Histoloogia,,8088,Diagnoos 1,,1
Hematoloogilised uuringud,,B_pertussis_tox_IgG,RDW%,,3
Hematoloogilised uuringud,,660,PLCR,,3
Histoloogia,,fS-LDL-_Chol,Arhiivi number,,158
Histoloogia,,Helicobacterpyloriantigeenroojas,Lokatsioon,,5
Hematoloogilised uuringud,,801,PLCR,,256
Histoloogia,,3530,Lokatsioon,,2
Hematoloogilised uuringud,,CoagulaseNegativeStaphylococciDNART-PCRmeetodiltäisver,RDW%,,2
Hematoloogilised uuringud,,1857,RDW%,,56
Histoloogia,,ParagripiviiruseRNA,Lokatsioon,,8
Hematoloogilised uuringud,,Cx-M_genitalium-PCR,RDW%,,15
Histoloogia,,10082,Arhiivi number,,1
Histoloogia,,69543,Diagnoos 1,,2
Histoloogia,,Bx-Tbc-BAC,Lokatsioon,,1
Histoloogia,,Cx-N_gonorrhoeae_DNA,Arhiivi number,,435
Histoloogia,,6822_HBsAG_määr.ELISA_meet.1-koh,Diagnoos 1,,2
Histoloogia,,B-AB0d+Rh(D),Lokatsioon,,12
Histoloogia,,144439,Arhiivi number,,94
Histoloogia,,2206,Diagnoos 1,,237
Histoloogia,,B-HCV-PCR,Diagnoos 1,,8
Histoloogia,,RIFRifampitsiliin,Arhiivi number,,9
Hematoloogilised uuringud,,S2-IgE-E1,RDW%,,10
Histoloogia,,TreponemapallidumvastasedIgGantikehadseerumis,Arhiivi number,,5
Histoloogia,,4268,Lokatsioon,,1
Histoloogia,,S-gam-glGammaglobuliinid,Lokatsioon,,181
Histoloogia,,1-aTBEM,Kirjeldus,,2
Histoloogia,,P-ACTH,Diagnoos 1,,68
Histoloogia,,UA,Kirjeldus,,78
Hematoloogilised uuringud,,11031,RDW%,,1
Histoloogia,,41255,Arhiivi number,,3
Histoloogia,,41476,Kirjeldus,,1
Hematoloogilised uuringud,,B-CBC-3Diff,RDW%,,14670
Histoloogia,,2402,Arhiivi number,,1
Histoloogia,,58811,Diagnoos 1,,1
Histoloogia,,11225,Arhiivi number,,13
Histoloogia,,Cm-NgNa,Lokatsioon,,1
Histoloogia,,hein,Lokatsioon,,5
Histoloogia,,S-aVZVG,Kirjeldus,,10
Histoloogia,,5017,Diagnoos 1,,1
Hematoloogilised uuringud,,40165,RDW%,,3
Histoloogia,,4300,Arhiivi number,,3
Histoloogia,,Pf-Amyl,Arhiivi number,,10
Histoloogia,,1237,Kirjeldus,,70
Histoloogia,,S1-CK-MBm,Lokatsioon,,429
Histoloogia,,118,Kirjeldus,,277
Histoloogia,,PlrF-Muudrakud,Arhiivi number,,4
Histoloogia,,12379,Arhiivi number,,1
Histoloogia,,71920,Lokatsioon,,4
Histoloogia,,S-aHAV-M,Arhiivi number,,1
Histoloogia,,B-CMV_DNA,Kirjeldus,,1
Hematoloogilised uuringud,,Mycoplasma_genitalum,PLCR,,37
Hematoloogilised uuringud,,1196,PLCR,,16
Histoloogia,,Gumprechtivarjud,Kirjeldus,,21
Hematoloogilised uuringud,,561,PLCR,,285
Histoloogia,,1325,Diagnoos 1,,148
Histoloogia,,1578,Arhiivi number,,3
Histoloogia,,30222,Arhiivi number,,5
Histoloogia,,P-Crea,Kirjeldus,,439
Histoloogia,,2131,Diagnoos 1,,12
Histoloogia,,Lima,Lokatsioon,,459
Histoloogia,,41501,Diagnoos 1,,1
Hematoloogilised uuringud,,66100_S-Albumiin_seerumis,RDW%,,1
Histoloogia,,Nm-_Gripp_A+B,Lokatsioon,,2
Histoloogia,,1464,Diagnoos 1,,8
Histoloogia,,S-ALP(aluselinefosfataas),Diagnoos 1,,1935
Hematoloogilised uuringud,,S2-Borr-IgM_Immunoblot,PLCR,,3
Histoloogia,,68156,Diagnoos 1,,1
Histoloogia,,S2-IgE-I6,Kirjeldus,,7
Hematoloogilised uuringud,,U-PPXpropoksüfeenuriinis,RDW%,,8
Histoloogia,,3315,Kirjeldus,,3
Hematoloogilised uuringud,,40466,RDW%,,1
Histoloogia,,69584,Diagnoos 1,,2
Histoloogia,,Cx-C_trahomatis_DNA,Lokatsioon,,68
Hematoloogilised uuringud,,"S,P-cTNT",PLCR,,11
Histoloogia,,2055,Kirjeldus,,16
Hematoloogilised uuringud,,B-CBC+Diff+NRBC,RDW%,,108
Histoloogia,,4292,Lokatsioon,,3
Histoloogia,,67079,Arhiivi number,,1
Hematoloogilised uuringud,,FaktorVgeeniLeidenimutatsioon,PLCR,,10
Hematoloogilised uuringud,,147163,PLCR,,6
Histoloogia,,S2-HBsAg,Diagnoos 1,,17
Histoloogia,,1560,Kirjeldus,,45
Histoloogia,,S-aMypn,Lokatsioon,,62
Histoloogia,,66139,Diagnoos 1,,1
Histoloogia,,S1-CEA,Kirjeldus,,38
Histoloogia,,cvU-Myc,Lokatsioon,,29
Histoloogia,,1528,Kirjeldus,,2
Hematoloogilised uuringud,,11252,PLCR,,3
Histoloogia,,12373,Diagnoos 1,,4
Histoloogia,,3044,Diagnoos 1,,53
Hematoloogilised uuringud,,4342,RDW%,,1
Histoloogia,,30136,Kirjeldus,,9
Histoloogia,,4288,Lokatsioon,,1
Histoloogia,,S2-IgE-GP1,Diagnoos 1,,12
Histoloogia,,11620,Kirjeldus,,2
Histoloogia,,2134,Diagnoos 1,,7
Histoloogia,,S-Salmonella_Ab,Lokatsioon,,2
Histoloogia,,aB-Lac-n,Diagnoos 1,,4
Hematoloogilised uuringud,,319,PLCR,,2
Hematoloogilised uuringud,,147314,RDW%,,3
Hematoloogilised uuringud,,4867,RDW%,,3
Histoloogia,,289,Kirjeldus,,1
Hematoloogilised uuringud,,7592,RDW%,,14
Hematoloogilised uuringud,,fS-Crea,RDW%,,1184
Histoloogia,,1878,Arhiivi number,,4
Histoloogia,,S-Prot-Fr,Lokatsioon,,703
Histoloogia,,3530,Kirjeldus,,2
Histoloogia,,S-Toidu_allerg._IgE,Lokatsioon,,440
Histoloogia,,TT,Lokatsioon,,13
Histoloogia,,S-Ent_IgM,Arhiivi number,,1
Histoloogia,,Parasiitidemikroskoopiaroojast(formaliineeter),Lokatsioon,,8
Histoloogia,,B-CBC-Diff-NRBC,Arhiivi number,,54
Histoloogia,,62716,Diagnoos 1,,3
Histoloogia,,1029,Kirjeldus,,228
Hematoloogilised uuringud,,44996,PLCR,,1
Histoloogia,,S2-IgE-FP73,Arhiivi number,,1
Histoloogia,,71550,Kirjeldus,,3
Hematoloogilised uuringud,,716,RDW%,,3
Hematoloogilised uuringud,,2709,RDW%,,1
Histoloogia,,139,Arhiivi number,,670
Hematoloogilised uuringud,,66100_Pf-Üldvalk_pleuravedelikus,PLCR,,1
Histoloogia,,146095,Arhiivi number,,51
Hematoloogilised uuringud,,PlrF-Tbc-Bac,RDW%,,5
Histoloogia,,69565,Kirjeldus,,2
Hematoloogilised uuringud,,S-K_,PLCR,,22
Histoloogia,,30086,Arhiivi number,,1
Histoloogia,,145408,Diagnoos 1,,2
Histoloogia,,144400,Kirjeldus,,1
Histoloogia,,S-aSMA,Lokatsioon,,31
Histoloogia,,S-Cort_,Lokatsioon,,1
Histoloogia,,248,Diagnoos 1,,7
Hematoloogilised uuringud,,"CSF-HSV1,2_DNA",RDW%,,2
Histoloogia,,43217,Arhiivi number,,1
Histoloogia,,30159,Lokatsioon,,3
Histoloogia,,144398,Lokatsioon,,3
Histoloogia,,147316,Kirjeldus,,6
Histoloogia,,71896,Lokatsioon,,31
Hematoloogilised uuringud,,Va-MhUu,PLCR,,1
Histoloogia,,Cf-NgNA,Kirjeldus,,139
Hematoloogilised uuringud,,11185,RDW%,,15
Hematoloogilised uuringud,,66515_Tbc_külv,RDW%,,12
Histoloogia,,SynF-Diffliigesevedelikutsütogramm,Lokatsioon,,1
Histoloogia,,S-C.pn_IgA,Arhiivi number,,18
Histoloogia,,58799,Diagnoos 1,,1
Histoloogia,,(CI)metüülisotiasoloon((Chlor)Methylisothiazolon3:1)0,Diagnoos 1,,1
Histoloogia,,S-HE-4,Arhiivi number,,1
Histoloogia,,Mycp-pneum_IgG,Arhiivi number,,3
Histoloogia,,2682,Lokatsioon,,43
Histoloogia,,67602,Diagnoos 1,,4
Histoloogia,,146076,Diagnoos 1,,1
Hematoloogilised uuringud,,Salmonellakompleks,RDW%,,7
Histoloogia,,U-Ca.fos.krKaltsiumfosfaadikristallid,Arhiivi number,,3
Histoloogia,,10797,Lokatsioon,,54
Histoloogia,,5696,Lokatsioon,,56
Histoloogia,,147142,Arhiivi number,,11
Histoloogia,,144386,Arhiivi number,,2
Histoloogia,,Cx-Myc,Diagnoos 1,,121
Histoloogia,,66540_Salmonella_Antikehad,Diagnoos 1,,1
Histoloogia,,1447,Diagnoos 1,,8
Histoloogia,,Mangaanveres,Diagnoos 1,,5
Histoloogia,,69668,Arhiivi number,,1
Histoloogia,,MycoplasmapneumoniaevastaneIgGseerumis,Arhiivi number,,51
Histoloogia,,71419,Lokatsioon,,2
Histoloogia,,5039,Lokatsioon,,5
Hematoloogilised uuringud,,39,PLCR,,65
Histoloogia,,Erütrotsüütidehüpokromaasia,Diagnoos 1,,70
Hematoloogilised uuringud,,1220,RDW%,,88
Histoloogia,,2753,Lokatsioon,,1
Hematoloogilised uuringud,,208,RDW%,,64
Hematoloogilised uuringud,,_anti-TPO,RDW%,,17
Histoloogia,,3820,Lokatsioon,,3
Histoloogia,,3539,Diagnoos 1,,2
Histoloogia,,41495,Diagnoos 1,,1
Histoloogia,,2129,Lokatsioon,,5
Histoloogia,,10188,Diagnoos 1,,473
Hematoloogilised uuringud,,2221,RDW%,,63
Hematoloogilised uuringud,,72191,PLCR,,14
Histoloogia,,7048,Lokatsioon,,1
Hematoloogilised uuringud,,Skin-dermatophyte_DNA,RDW%,,2
Hematoloogilised uuringud,,HerpesIIIPCRmeetodil,PLCR,,4
Hematoloogilised uuringud,,w20/spIgEkõrvenõgesesuht,RDW%,,3
Hematoloogilised uuringud,,524,RDW%,,497
Hematoloogilised uuringud,,B-Veritsusaeg,PLCR,,32
Histoloogia,,S-b2-GP1_Ab,Arhiivi number,,128
Histoloogia,,MetapneumovirusRNA,Diagnoos 1,,17
Histoloogia,,8580,Lokatsioon,,2
Histoloogia,,71895,Arhiivi number,,31
Hematoloogilised uuringud,,1235,RDW%,,37
Histoloogia,,40085,Lokatsioon,,2
Histoloogia,,HBsAg,Arhiivi number,,16
Histoloogia,,71403,Diagnoos 1,,9
Hematoloogilised uuringud,,1417,PLCR,,11
Histoloogia,,12045,Diagnoos 1,,1
Hematoloogilised uuringud,,1429,RDW%,,13
Histoloogia,,41454,Diagnoos 1,,29
Histoloogia,,64520,Diagnoos 1,,2
Histoloogia,,72254,Diagnoos 1,,3
Histoloogia,,fS-Gluc(glükoos),Diagnoos 1,,5274
Hematoloogilised uuringud,,S-aANA,PLCR,,7
Hematoloogilised uuringud,,fS-B12,PLCR,,6
Histoloogia,,U-NitNitrit,Arhiivi number,,1488
Hematoloogilised uuringud,,IMPImipemeem,PLCR,,15
Hematoloogilised uuringud,,S-Prot(valk),RDW%,,1553
Histoloogia,,2163,Diagnoos 1,,5
Histoloogia,,11057,Arhiivi number,,40
Histoloogia,,S-C_trachomatis_IgG,Lokatsioon,,15
Histoloogia,,Cx-HPVkõrgeriskitüüpideDNA,Arhiivi number,,4
Histoloogia,,fS-GlucGTT0min,Arhiivi number,,14
Hematoloogilised uuringud,,7331,PLCR,,1
Histoloogia,,69657,Lokatsioon,,11
Histoloogia,,S2-IgE-F1,Lokatsioon,,2
Histoloogia,,3879,Arhiivi number,,5
Histoloogia,,D-di,Lokatsioon,,14
Histoloogia,,fS-Gluc,Lokatsioon,,292
Histoloogia,,NRBC%(normoblastidesuhtarv),Lokatsioon,,803
Histoloogia,,667,Lokatsioon,,1
Histoloogia,,672,Diagnoos 1,,2
Hematoloogilised uuringud,,1572,PLCR,,24
Histoloogia,,2414,Lokatsioon,,1
Histoloogia,,333,Arhiivi number,,2
Histoloogia,,30090,Diagnoos 1,,1
Hematoloogilised uuringud,,Skin-dermatophyte_DNA,PLCR,,2
Hematoloogilised uuringud,,1354,PLCR,,3
Histoloogia,,144398,Kirjeldus,,3
Histoloogia,,5629,Arhiivi number,,5
Histoloogia,,Minimaalse_inhibeeriva_kon,Arhiivi number,,17
Hematoloogilised uuringud,,"B,P-iCa(ioniseeritudkaltsium)",RDW%,,93
Histoloogia,,78,Diagnoos 1,,370
Hematoloogilised uuringud,,S-Trigl,PLCR,,1142
Hematoloogilised uuringud,,2740,RDW%,,2
Histoloogia,,1158,Lokatsioon,,78
Hematoloogilised uuringud,,Cx-Mh-PCR,RDW%,,100
Histoloogia,,41165,Lokatsioon,,4
Hematoloogilised uuringud,,S1-aTBEG,PLCR,,2
Histoloogia,,61943,Arhiivi number,,1
Histoloogia,,523,Arhiivi number,,496
Histoloogia,,XXX-M.t_GenExpert,Diagnoos 1,,4
Histoloogia,,4280,Diagnoos 1,,1
Histoloogia,,5695,Kirjeldus,,56
Hematoloogilised uuringud,,S-iCa,PLCR,,920
Hematoloogilised uuringud,,i1/spIgEmesilasesuhtes,RDW%,,9
Hematoloogilised uuringud,,fS-Ca,RDW%,,84
Histoloogia,,71405,Arhiivi number,,6
Histoloogia,,Cx-M_genitalium-PCR,Arhiivi number,,15
Histoloogia,,59332,Diagnoos 1,,1
Hematoloogilised uuringud,,43156,RDW%,,1
Histoloogia,,66707S-Eosinofiilne_katioonne_pr,Diagnoos 1,,11
Histoloogia,,10462,Arhiivi number,,1606
Histoloogia,,PlrF-Protpleuravedelikus,Arhiivi number,,5
Histoloogia,,S1-aTBEG,Arhiivi number,,2
Hematoloogilised uuringud,,2474,RDW%,,19
Hematoloogilised uuringud,,Br-M_tuberculosis,PLCR,,6
Hematoloogilised uuringud,,430,RDW%,,1
Histoloogia,,12051,Kirjeldus,,1
Hematoloogilised uuringud,,PlrF-Tbc,PLCR,,5
Histoloogia,,Pf-Lac,Arhiivi number,,2
Histoloogia,,Cx-U_parvum_DNA,Lokatsioon,,7
Histoloogia,,10062,Arhiivi number,,2
Hematoloogilised uuringud,,CSF-RPR/Mittetreponemaalsereagiinivastantikehaliikvoris,PLCR,,2
Histoloogia,,U-ProtValkuriinis,Kirjeldus,,17
Histoloogia,,10571,Arhiivi number,,281
Histoloogia,,3599,Diagnoos 1,,14
Hematoloogilised uuringud,,3475,RDW%,,2
Histoloogia,,59372,Lokatsioon,,1
Hematoloogilised uuringud,,8575,PLCR,,2
Histoloogia,,d3/spIgEDermatophagoidesm,Arhiivi number,,17
Histoloogia,,CMVDNA,Diagnoos 1,,14
Hematoloogilised uuringud,,Gardnerella_vaginalis_DNA,RDW%,,1
Histoloogia,,71677,Kirjeldus,,7
Hematoloogilised uuringud,,27,RDW%,,564
Histoloogia,,muuallergeen,Diagnoos 1,,7
Histoloogia,,S-_Testo,Arhiivi number,,16
Histoloogia,,1243,Diagnoos 1,,29
Hematoloogilised uuringud,,S1-aMA,RDW%,,5
Hematoloogilised uuringud,,59640,PLCR,,1
Histoloogia,,g6/spIgEtimutisuhtes,Diagnoos 1,,22
Hematoloogilised uuringud,,41490,RDW%,,2
Histoloogia,,539,Diagnoos 1,,497
Histoloogia,,2686,Arhiivi number,,3
Histoloogia,,"HCV,genotüüp(PCR)",Kirjeldus,,2
Hematoloogilised uuringud,,S-CMV_IgG,RDW%,,33
Hematoloogilised uuringud,,475,RDW%,,4
Hematoloogilised uuringud,,S1-IgM,RDW%,,4
Histoloogia,,Bikarbobnaat,Diagnoos 1,,235
Hematoloogilised uuringud,,4247,RDW%,,6
Histoloogia,,213,Lokatsioon,,64
Hematoloogilised uuringud,,7477,PLCR,,1
Hematoloogilised uuringud,,B-CMV_DNA_QN,RDW%,,1
Histoloogia,,147313,Lokatsioon,,1
Histoloogia,,munavalge,Diagnoos 1,,1
Histoloogia,,146309,Kirjeldus,,5
Histoloogia,,2369,Diagnoos 1,,104
Histoloogia,,tx5/spIgEpuudeallergsegu,Arhiivi number,,46
Histoloogia,,58511,Diagnoos 1,,1
Histoloogia,,144656,Kirjeldus,,14
Histoloogia,,e1/spIgEkassisuhtes,Lokatsioon,,23
Histoloogia,,10036,Diagnoos 1,,4
Histoloogia,,42695,Diagnoos 1,,1
Histoloogia,,S2-M_pneumoniae_IgM,Kirjeldus,,8
Histoloogia,,757,Kirjeldus,,4
Histoloogia,,45120,Kirjeldus,,2
Hematoloogilised uuringud,,S-BorM-WB/BorreliaburgdorferivastIgMseerumis(kinnitav),RDW%,,32
Histoloogia,,S2-HCV_Ab,Kirjeldus,,1
Histoloogia,,45023,Arhiivi number,,2
Hematoloogilised uuringud,,410,PLCR,,80
Histoloogia,,S2-HBs_Ab,Arhiivi number,,2
Histoloogia,,S-NT-proBNP(B-tüüpinatriureetilisepropeptiidiN-fragment,Diagnoos 1,,693
Histoloogia,,2478,Arhiivi number,,33
Hematoloogilised uuringud,,30342,PLCR,,18
Histoloogia,,PlrF-PMNarv,Lokatsioon,,9
Histoloogia,,799,Kirjeldus,,306
Histoloogia,,S-IGF1,Kirjeldus,,4
Hematoloogilised uuringud,,10182,PLCR,,1701
Histoloogia,,787,Lokatsioon,,2
Hematoloogilised uuringud,,1422,RDW%,,15
Hematoloogilised uuringud,,4203,PLCR,,51
Hematoloogilised uuringud,,1301,RDW%,,24
Hematoloogilised uuringud,,554,PLCR,,269
Hematoloogilised uuringud,,2156,RDW%,,1
Hematoloogilised uuringud,,11104,RDW%,,7
Histoloogia,,41499,Lokatsioon,,1
Hematoloogilised uuringud,,k80/spIgEformaldehüüdisuh,PLCR,,14
Histoloogia,,3617,Diagnoos 1,,14
Hematoloogilised uuringud,,1036,RDW%,,86
Histoloogia,,4739,Lokatsioon,,2
Hematoloogilised uuringud,,706,RDW%,,179
Histoloogia,,AntigeenamphiphysinvastaneIgGseerumist/Neuronaalsedau,Diagnoos 1,,3
Histoloogia,,"HSV_1,2_IgM",Lokatsioon,,2
Histoloogia,,S2-_AAT,Kirjeldus,,1
Histoloogia,,64765,Arhiivi number,,2
Hematoloogilised uuringud,,44755,RDW%,,1
Histoloogia,,1738,Kirjeldus,,21
Histoloogia,,65100,Arhiivi number,,1
Hematoloogilised uuringud,,245,RDW%,,7
Hematoloogilised uuringud,,144182,RDW%,,2
Histoloogia,,1751,Diagnoos 1,,1
Hematoloogilised uuringud,,66029,RDW%,,1
Histoloogia,,cvU-Aer,Diagnoos 1,,78
Hematoloogilised uuringud,,AcinetobacterbaumanniiDNART-PCRmeetodiltäisverest,RDW%,,2
Histoloogia,,967,Arhiivi number,,2
Hematoloogilised uuringud,,2346,PLCR,,3
Hematoloogilised uuringud,,Suguhaiguste_laiendatud_paneel,PLCR,,64
Histoloogia,,98,Kirjeldus,,262
Histoloogia,,65111,Lokatsioon,,1
Histoloogia,,"S,P-vanko",Arhiivi number,,1
Histoloogia,,61470,Diagnoos 1,,2
Histoloogia,,P-PC,Diagnoos 1,,23
Histoloogia,,66707_Ferritiin,Diagnoos 1,,8
Histoloogia,,821,Lokatsioon,,1
Histoloogia,,Sk-ÕA,Lokatsioon,,132
Hematoloogilised uuringud,,nikkelsulfaat(Nickelsulfat)x6H2O5%,RDW%,,2
Hematoloogilised uuringud,,2127,PLCR,,22
Hematoloogilised uuringud,,41462,PLCR,,2
Hematoloogilised uuringud,,S-i1_IgE,RDW%,,2
Hematoloogilised uuringud,,70945,PLCR,,1
Histoloogia,,10541,Diagnoos 1,,197
Hematoloogilised uuringud,,S2-H_pylori_Ab,PLCR,,1
Histoloogia,,dU-S-Crea,Kirjeldus,,7
Histoloogia,,Kaalium,Lokatsioon,,375
Hematoloogilised uuringud,,4292,PLCR,,3
Hematoloogilised uuringud,,VIOVorikonazol,PLCR,,7
Hematoloogilised uuringud,,CSF-aBorrM,PLCR,,7
Histoloogia,,S-HSV2-IgM,Lokatsioon,,2
Histoloogia,,B-106,Arhiivi number,,212
Histoloogia,,12089,Lokatsioon,,1
Histoloogia,,1871,Diagnoos 1,,1
Histoloogia,,ChlamydiapneumoniaeIgA,Lokatsioon,,5
Hematoloogilised uuringud,,1157,RDW%,,175
Histoloogia,,EnterococcusfaeciumDNART-PCRmeetodiltäisverest,Diagnoos 1,,2
Histoloogia,,43219,Arhiivi number,,2
Histoloogia,,B-ABO-Rh(d)-2,Diagnoos 1,,10
Histoloogia,,Cx-Mh-PCR,Diagnoos 1,,100
Histoloogia,,St-Yersinia,Lokatsioon,,4
Hematoloogilised uuringud,,59632,PLCR,,1
Histoloogia,,44308,Lokatsioon,,1
Hematoloogilised uuringud,,Sy-Tbc-PCR,RDW%,,1
Histoloogia,,66791,Diagnoos 1,,1
Histoloogia,,61122,Arhiivi number,,2
Histoloogia,,3347,Lokatsioon,,2
Histoloogia,,5642,Kirjeldus,,5
Histoloogia,,589,Lokatsioon,,1
Histoloogia,,1421,Lokatsioon,,43
Hematoloogilised uuringud,,dU-NaNaatriumööpäevasesuriinis,PLCR,,4
Hematoloogilised uuringud,,PlrF-PMNarv,PLCR,,9
Hematoloogilised uuringud,,Fer,RDW%,,9
