"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, keskmine lisarisk",I00-I99,1
Võimalik ravimallergia L-Thyroxinile,L00-L99,1
Embolia a. poplitea dextri,I00-I99,1
"Ou, os trabe",H00-H59,1
"Kahtlus kroon. soolehaigusele( haavandiline koliit ?, Crohni tõbi?)",Z00-Z99,1
Närvisüsteemi alkoholdegeneratsioon   .,G00-G99,1
Alkoholitekkene tserebellaarataksia .,G00-G99,1
L5 vertebrogeense radikulopaatiaga paremal,M00-M99,1
Grav. in hebd. 10+0.,Z00-Z99,1
"Vasaku reieluupea AVN
vasaku reieluupea AVN",M00-M99,1
Vasaku puusaliigese 4 st. artroos.,M00-M99,1
PVM 1996a -2009a,Z00-Z99,1
"Intermiteeruv, köhavariantne",J00-J99,1
Tugev ärritusreaktsioon,J00-J99,1
"Torakaal- [rinna]lülimurd, kinnine Th XII kompress. murd",S00-T98,1
"/guttata hüpomelanoos, lentiigod, ephelides",L00-L99,1
Rangluu-rinnaku liigesed,M00-M99,1
BMI 47.47 ---> 45.49,E00-E90,1
Peruu palsam,L00-L99,1
Äge respiratoorne viirusinfektsioon,O00-O99,1
Goxarthrosis utr. sin>dex,M00-M99,1
Taustretinopaatoa ou,None,1
Seos menstruatsioonitsükliga,K00-K93,1
. Kahtlus.,None,1
"E olemasolu; Vas CMC protees.
Vas CMC protees.",Z00-Z99,1
Raseduse kahtlus- ei kinnitunud,Z00-Z99,1
Laperdusarütmia paroksüsmid Holter-monitooringu alusel,I00-I99,1
IIIa st.,C00-D48,1
BMI 38.25,E00-E90,1
Vasakul/ 2015 /,None,1
Tsükli häire,N00-N99,1
Osteochondrosis et spondyloarthrosis reg. cervicalis. Arthralgia.,M00-M99,1
CT alusel üksikud mitteaktiivsed kolded; Kahtlus eelkõige varasemale sarkoidoosile.,R00-R99,1
Kahtlustatud haigust ei leitud,Z00-Z99,1
Oc.sin korduv,H00-H59,1
"Muud sarvkestaarmid ja –hägusused, OU Radiaalne keratotoomia",H00-H59,1
Tsükliväline veritsus,N00-N99,1
Köhavariantne astma,J00-J99,1
Missed abortion in hebd. 5-6,O00-O99,1
Rahutute jalgade sündroom ?,G00-G99,1
"Teisiti täpsustamata sõlm[ed] rinnas
vasakus rinnas tihend",N00-N99,1
Bilateraalne vasak > parem,M00-M99,1
Instabiltas genus dex. operata.,M00-M99,1
Syndroma RC sin.,M00-M99,1
"L3,4 radikulopaatia paremal",M00-M99,1
"Kõrgenenud koleteroolid (nii üld-, HDL- kui LDL-koleterool)",E00-E90,1
2. tüüpi diabeedi dekompensatsioon,E00-E90,1
/ parem õlaliiges/,M00-M99,1
"Carcinoma  colli uteri; p T1B1 N0 M0 G2 LVI IB1st
Carcinoma  colli uteri",C00-D48,1
. Naastpsoriaas? Krooniline follikuliiit? Seborroiline dermatiit?,L00-L99,1
Reumaatiline aordi(klapi)stenoos (bioprotees),I00-I99,1
/bilateraalne IV st - 4,M00-M99,1
"Osteokondroos ja spondüloartroos  C5-6, C6-7 kõrgusel.",M00-M99,1
"- ( L3/4, L4/5 )",M00-M99,1
Fibroadenoomid paremas rinnas,C00-D48,1
"Tasakaaluhäired, alumise spastilise paraparees.",G00-G99,1
"Dissemineerunud multiipel- e hulgiskleroos
d, alumise spastilise paraparees.",G00-G99,1
Contractura art. radiocarpalis dex. postoperativa.,M00-M99,1
"Põlve (pindluumise; sääreluumise) kollateraalsideme distorsioon ja distensioon
MCL gen sin",S00-T98,1
"Seedeprobleemid ,refluks,naha sügelemine,suu kuivus",Z00-Z99,1
"Endometriosis genit IV aste, kaasuvana ka partneri viljakuse langus",N00-N99,1
"Aksonaalne sensoor-motoorne polüneuropaatia, väljendunud valusündroomi ja tundlikkusemuutustega.",G00-G99,1
Melanoma in situ reg. fem dex,C00-D48,1
"Neeru (v.a neeruvaagna) pahaloomuline kasvaja
parempoolne",C00-D48,1
Reg auris bilat,L00-L99,1
E PK,C00-D48,1
Post lasionem med. spinalis reg thor,G00-G99,1
Tu cerebri??,Z00-Z99,1
Küünarnukis ja randmeliigeses,M00-M99,1
A-b klass,J00-J99,1
Küünrakontusioon [-põrutus] verevalumiga bursasse,S00-T98,1
Mõõdukas püsiobstruktsioon,J00-J99,1
Kuuenda (eemaldaja-) närvi halvatus DEX,H00-H59,1
"Os  , muu konjunktiviit",H00-H59,1
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III aste , III risk",I00-I99,1
Fr. compr v. Th 9-L1,M00-M99,1
Op. 23.05. 2012.,C00-D48,1
Ravi katkestanud,J00-J99,1
Muud esmased koksartroosid sin. lll st.,M00-M99,1
Muud täpsustatud põletikulised spondülopaatiad (-),M00-M99,1
Vasakul kaelalihased,M00-M99,1
Od op.15.05.13a.,Z00-Z99,1
"PR Presbyopia /, hüpermetroopia e kaugelenägevus",H00-H59,1
Vasaku tonsilli abstsess,J00-J99,1
S1 dex?,M00-M99,1
Nimme ja muude lülivaheketaste haigussesundid radikulopaatiaga. Radicul S1 dex,M00-M99,1
"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, tuharalihaste kõõlusepõletik e gluteaaltendiniit (+)",M00-M99,1
Põlvekontusioon [põrutus] vasakul,S00-T98,1
Muu täpsustatud krooniline obstruktiivne kopsuhaigus.Algstaadium.,J00-J99,1
Lihasevalu e müalgia (+),M00-M99,1
Radiculopathia thoracalis,M00-M99,1
? Chephalgia sympt. ?,G00-G99,1
".
Insufficientia sfincteri ani.
Incontinentia ani.",K00-K93,1
. kinnine,None,1
Nimmepiirkond. Radicul l/s chr,None,1
Od  oc dex,H00-H59,1
Syringomyelia reg. cervico-thoracalis.,G00-G99,1
"Sideme vahetus, õmbluste eemaldamine",Z00-Z99,1
Vasaku reiekontusioon,S00-T98,1
Tümpanoplastikajärgne vasakul,H60-H95,1
Vasakul tuharal,L00-L99,1
Lumbaago ishiasega dex,M00-M99,1
Muud esmased koksartroosid-parem.puusaliig.,M00-M99,1
"E pneumoonia, parempoolne",J00-J99,1
Aordiklapi bioprotees(2008),Z00-Z99,1
MK+TK plastika 1999a,Z00-Z99,1
. Kergahel-müeloomtõbi IIIA st,C00-D48,1
Od  - op.24.03.14a.,Z00-Z99,1
"Od (St.post.), võõrkeha korneas e silma sarvkestas",S00-T98,1
Sõrme(de) lahtine haav ilma küün(t)evigastuseta nahadefektiga ja luudefektiga,S00-T98,1
"Od  , muu konjunktiviit",H00-H59,1
Muu täpsustatud lülivaheketta nihe [väljasurve] Prol disci i/v L4/5,M00-M99,1
Vasemal õlavõõtmel.,G00-G99,1
"Diafragmalis ,transmuralis 2009a",I00-I99,1
Torakaal- [rinna]lülimurd Th IX,None,1
Ou Elektroaphtalmia/,S00-T98,1
".
Insufficientia sfincteri ani.",K00-K93,1
Muud täpsustatud peavalusündroomid    .,G00-G99,1
Krooniline pingepeavalu.,G00-G99,1
Ligamendi põletik?,M00-M99,1
".
Insuff. sfinceri ani.
St. post sfincterolevatoroplastica anterior 25.04.13.",K00-K93,1
BMI 32.8,E00-E90,1
"Od Herpesviirusnakkused [herpes simplex], herpesviirus-silmahaigus",A00-B99,1
Pöiall parem,M00-M99,1
"Vas.kõrvalestal(punktsioonil eraldus verd 2,5 ml.)",R00-R99,1
Os - op.15.01.13a.,Z00-Z99,1
C7 dex( inaktiivne leid),M00-M99,1
Od - op.21.11.13a.,Z00-Z99,1
Op. 2013,J00-J99,1
"II (KMI 37,9)",E00-E90,1
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; III aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",I00-I99,1
Aterosklerootiline kardiovaskulaarhaigus (nii kirjeldatud) ( süstoolne hüpertensioon),I00-I99,1
Genu bil<br />,M00-M99,1
Kõrvavile e tinnitus paremal.,H60-H95,1
BMI 37.83,E00-E90,1
/  fractura mall.lat.sin et marginis post tibiae sin.,None,1
Muu täpsustatud ebaregulaarne menstruatsioon pillide foonil,N00-N99,1
Kahepoolne karpaalkanali sündroom.,G00-G99,1
Radikulopaatia. radiculpathia L 3/l4 dex,M00-M99,1
. Lichen planus? Reiteri tõbi?,N00-N99,1
Balanopostiit e luki-eesnahapõletik. Lichen planus? ?,N00-N99,1
Kaelapiirkond C8 dex?,None,1
L.n. uln dex?,G00-G99,1
P. aeruginosa kahtlus,J00-J99,1
Os - op.18.04.13a.,Z00-Z99,1
U ebaselge või teadmata loomusega kasvaja; Vasaku kopsu ülasagara tuumor,C00-D48,1
Fr L2 osteoporotica,M00-M99,1
Muude bakternakkustena avalduv hiv-tõbi,A00-B99,1
/ bimalleolaarne murd.,None,1
BMI 31,E00-E90,1
C6 alal vasakul,M00-M99,1
"Kerge obstruktsioon, ravi foonil kompenseeritud.",J00-J99,1
Parkinsonistliku sündroomiga,I00-I99,1
"Ii ( organkahj. ii, kõrge risk)",I00-I99,1
Os - op.20.10.10,Z00-Z99,1
Os - op.16.12.10a.,Z00-Z99,1
Raviga kontrolli all,J00-J99,1
N thoarcicus longuse parees paremal pool.-,G00-G99,1
Os - op. 23.09.10,Z00-Z99,1
. Perforeerunud sapipõis. Sepsis,K00-K93,1
/status post operatsionem/,N00-N99,1
Vasak säär kr.,A00-B99,1
BMi 39.21,E00-E90,1
SL soaline vaigatsus avseas randmes,M00-M99,1
4 sõrm parem käsi,M00-M99,1
Rasedusödeem e rasedusturse. Grav in  hebd 29/ 30 RN,O00-O99,1
Os  op.23.10.13a.,Z00-Z99,1
RADICULOPATHIA c6 DEX,M00-M99,1
"-> sanata
Ablatsioon 2008a",I00-I99,1
"Muu täpsustatud lülivaheketta nihe [väljasurve] kõrgusel L4-L5, L5-S1",M00-M99,1
Võõrkeha granuloom.,L00-L99,1
Parema õla valu,M00-M99,1
Parema sääre lahtine hav,S00-T98,1
"Vasakul, kahtlus seenele",H60-H95,1
"Nina all, hemangioomi järgne",L00-L99,1
"Sequelae tuberculosis pulmonum.
Sequelae tuberculosis pulmonum.",A00-B99,1
"III f.kl.
III f.kl.",I00-I99,1
"Gonarthrosis dex. traumatica
Gonarthrosis dex. traumatica",M00-M99,1
Ovarii dex,N00-N99,1
"Melanoma vaginae; p T4B NX M0 IICst
Melanoma vaginae",C00-D48,1
"L4, L5 vertebrogeenne radikulopaatia paremal",M00-M99,1
"Od laserdatud
od laserdatud",H00-H59,1
"Vasaku kõrva kurtus, paremal sensorineuraalne kuulmislangus.",H60-H95,1
"2013 eessein , STEMI
2013 eessein , STEMI",I00-I99,1
Scimitari sündroom,Q00-Q99,1
Luutihedus osteopeenia faasis,R00-R99,1
"Arthrosis CMC I manus dex.
arthrosis CMC I manus dex.",M00-M99,1
"Kodarluu ala- [distaalse] otsa murd, kinnine. Fractura partis dist. radii dex.",S00-T98,1
"Hernetera suurunune tihend vas. rinna ülemises later.kvadrandis
hernetera suurunune tihend vas. rinna ülemises later.kvadrandis",Z00-Z99,1
"2009, ASK 2009",I00-I99,1
Ninaesiku ragaad,J00-J99,1
Vasakul III st.,M00-M99,1
Herpesviirusnakkused [herpes simplex]. Herpes labialis.,A00-B99,1
1999A 2007A,I00-I99,1
+ Tuumor?,K00-K93,1
Tservikogeenne peavalu,G00-G99,1
Lihasevalu e müalgia alaseljas ja õlavöötmes,M00-M99,1
3soone koronaarhaigus,I00-I99,1
"Klaaskeha muud tuhmumised; parem silm
parem silm",H00-H59,1
Status post LGS,E00-E90,1
Kirurgiline abort peetunud raseduse tõttu,Z00-Z99,1
Umbsool; p T3 p N2 M0 G3 IIIst,C00-D48,1
Ravimite tarvitamine perikontseptsioni perioodil,Z00-Z99,1
Kaela ja ölavöötme müofastsiaalne valu,M00-M99,1
"Maksasiirdamine 2013 aprill, elastograafia august 2014 F3/F4",A00-B99,1
"Parema õlaliigese protees
Parema õlaliigese protees",Z00-Z99,1
"Kodutolmulesta allergia, kahtlus astmale",J00-J99,1
"Auraga migreen [klassikaline migreen]; hemipleegiline sporaadiline; sagedaste hoogudega.
hemipleegiline sporaadiline; sagedaste hoogudega.",G00-G99,1
"Läbipõetud
läbipõetud",I00-I99,1
"Spitsoidseks melanotsütaarseks tuumoriks ebaselge maliignsuspotentsiaaliga; p TX N0 M0 0st
spitsoidseks melanotsütaarseks tuumoriks ebaselge maliignsuspotentsiaaliga",C00-D48,1
Par. silma al. temp. haru,H00-H59,1
Chondropathiae gen. utr.,M00-M99,1
Od DSR,H00-H59,1
"Nimme ja muude lülivaheketaste haigusseisundid radikulopaatiaga
 S1 vasemal",M00-M99,1
Anamneesis käärsoole rebend traumaga seoses,K00-K93,1
Kukla pk.,L00-L99,1
BMI 36.89,E00-E90,1
"Retensioon(mõõdud vähenevad) , kaebusteta, amenorrhea post partum, toidab rinnaga",O00-O99,1
Üla- ja alalaul odex,S00-T98,1
"Kaelavalu e tservikalgia, rakenduse ja ülekoormusega seotud",M00-M99,1
Od Cysta conj. /,H00-H59,1
Mõlem.Väljapöörd-suurvarvas (omandatud),M00-M99,1
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta(2),I00-I99,1
"Operatiivselt korrigeeritud
operatiivselt korrigeeritud",Q00-Q99,1
Eri-sõeluuring südameveresoonkonna haigusseisundite suhtes; kopsuarteri trombemboolia okt.2014,Z00-Z99,1
Pityriasis lichenoides chronica(morfoloogia),L00-L99,1
"L4/5 diski protrusioon, L4 radiculopathia dex",M00-M99,1
"10+1
10+1",Z00-Z99,1
BMI 34.04,E00-E90,1
Kolmiknärvi neuralgia dex rI>III,G00-G99,1
"Aftoosne stomatiit (suur; väike)
väike",K00-K93,1
Cysta endometrioides bilateralis .,N00-N99,1
- vasak säär.,I00-I99,1
"Iliotibiaaltrakti sündroom mõlemal jalal
Iliotibiaaltrakti sündroom mõlemal jalal",M00-M99,1
Hulgimüeloom.IgG I A st.,C00-D48,1
"Par., sõrmedesirutajate ja nende kõõluste vigastus randme- ja käepiirkonnas",S00-T98,1
Keskmine põndapealisepõletik e mediaalne epikondüliit - parem. käsi,M00-M99,1
"TBC järgne, raske obstruktsioon",J00-J99,1
M.supraspinatus sin kõõluse väike osaline rebend,M00-M99,1
Emaka subtotaalne amputatsioonijärgne seisund.,N00-N99,1
Võõrkeha korneas e silma sarvkestas od,S00-T98,1
"Parema rangluu murru järgne seisund
parema rangluu murru järgne seisund",S00-T98,1
Cordaroni kasutamise foonil,E00-E90,1
"Sarvkesta muud täpsustatud haigusseisundid, retsidiveeruv erosioon osin",H00-H59,1
"Mediaalse malleooli [keskmise pekse] murd
Fractura apicis malleoli medialis art. talocruralis dex",None,1
Grav 9/10 n,Z00-Z99,1
Dermatitis dyshidrotica pedum,L00-L99,1
Op-tud parem puusaliiges. protees,M00-M99,1
Akustilis-gnostiline afaasia (raske),G00-G99,1
"Tsirroosi staadiumis, Child-Pugh A",K00-K93,1
BMI 38.8,E00-E90,1
L5 radikulaarne valu paremal,M00-M99,1
"Neovaskulaarne, od",H00-H59,1
"Täpsustamata äge dissemineeritud demüelin[is]atsioon?
Spinaalne AVM? 
Spinaalne ekspansioon?",G00-G99,1
"Makula (atroofiline; eksudatiivne) seniildegeneratsioon
eksudatiivne, OS",H00-H59,1
Chondromalacia gen. sin.,M00-M99,1
. Astmahoog.,J00-J99,1
"C-hepatiidi järgne, 1B genotüüp",K00-K93,1
Cysta vaginae,N00-N99,1
RISK 2,I00-I99,1
Krooniline sinu[s]iit e ninakõrvalurkepõletik?,J00-J99,1
Vasema rinna inv.lobulaarkartsinoom; ÖR pos PR pos HER2 neg,C00-D48,1
Müofastsiaalne valu vasakul kaela-õlavöötmes,M00-M99,1
"II staadium, keskmine raskusaste, endine suitsetaja
II staadium, keskmine raskusaste, endine suitsetaja",J00-J99,1
Sõrme(de) lahtine haav ilma küün(t)evigastuseta; vasak II sõrm,S00-T98,1
Müokardiidi kahtlus,Z00-Z99,1
"Gonarthrosis bilateralis
Gonarthrosis bilateralis",M00-M99,1
Grav in hebd 6+3.  (anamneesis mentruaaltsükli häired).,Z00-Z99,1
Kaasuvalt liited kõhukoopas,K00-K93,1
"Roiete hulgimurd, kinnine, paremal",None,1
Fibroos od,H00-H59,1
Palp. sup. oc. sin.,H00-H59,1
Vas. kkäigus,H60-H95,1
Pideva iiveldusega.,K00-K93,1
Vas. silmal fokaalne,H00-H59,1
"Vasaku rinna invasiivne duktaalkartsinoom ÖR neg, PR neg, HER2 neg",C00-D48,1
C. pneumoniae tekkene,J00-J99,1
Võõrkeha korneas e silma sarvkestas  OS,S00-T98,1
Mõlemapoolne vasemal > paremal,G00-G99,1
Gonartrosis bilateralis,M00-M99,1
Radiculopathia C5-C8 sin.,M00-M99,1
Hilistekkeline raske astma,J00-J99,1
Ebakindlus jalgades,R00-R99,1
Anaemia gravidarum.,Z00-Z99,1
"Kombineeritud: seniilne, epilepsia",M00-M99,1
Os  (op.- 06.04.15a.),Z00-Z99,1
Fibroadenomata mammae sin.,C00-D48,1
Od ülalaug,H00-H59,1
"Teisiti täpsustamata (tsüstiline) hulgisõlmeline struuma
Eutüreoos.",E00-E90,1
- ventrik  ekstras saged.,I00-I99,1
ESS-Mirena soov.,Z00-Z99,1
Amissio dentium partialis Kennedy I Mod 3,K00-K93,1
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (OK III kõrge risk),I00-I99,1
"Raske, aPAP ravi testimine",G00-G99,1
Thrombosis sinus venosi?,I00-I99,1
Küüne vigastus,S00-T98,1
. Grav ect sin?,Z00-Z99,1
- veriköha,J00-J99,1
Parema õlaliigese endoprotees.,Z00-Z99,1
Opereeritud müoom,N00-N99,1
Anamneesis südamerütmihäired.,O00-O99,1
BMI 35.34,E00-E90,1
"Jatrogeenne
jatrogeenne",L00-L99,1
"Paremal segatüüpi kuulmislangus, vasakul sensorineuraalne.
paremal segatüüpi kuulmislangus, vasakul sensorineuraalne.",H60-H95,1
ESV tekkene,N00-N99,1
Vasakul Th 9-10,A00-B99,1
. Klebsiella oxytoca,J00-J99,1
Sidemete e ligamentide haigusseisundid - paremal randmel,M00-M99,1
"Aurata migreen [tavaline migreen]
Sagedaste hoogudega.",G00-G99,1
Antiöstrogeenravi  peale mõlema rinna eemaldamist,N00-N99,1
Esmaavastatud diabeet,E00-E90,1
"CHA2DS2 VASc 4, HAS-BLED 3; permanentne",I00-I99,1
"Lihasevalu e müalgia, parem delta",M00-M99,1
-kahtlus köhavariantsele astmale,J00-J99,1
Medikam. abordi järgselt,Z00-Z99,1
"Tehislik tür[e]otoksikoos
joodindutseeritud",E00-E90,1
Kutsehaigus 2013.a.,G00-G99,1
Mirena spiraal 4.5 a.,N00-N99,1
Sõlmed 4 cm,C00-D48,1
Op sin 2014,G00-G99,1
- vasak hüppeliiges,M00-M99,1
"Fastum geel, põlvedel",L00-L99,1
Kesknärvisüsteemi muud demüelin[is]eerivad haigused.,G00-G99,1
Kesknärvisüsteemi muud demüelin[is]eerivad haigused. Ajusilla tsentraalne müelinolüüs,G00-G99,1
"Krooniline pansinu[s]iit, ägenemine",J00-J99,1
Keelepära tonsillid,J00-J99,1
"Rangluumurd, kinnine vasem, 11.06.15",S00-T98,1
"Od , äge ja alaäge iridotsükliit ?",H00-H59,1
BMI 33.46,E00-E90,1
Grav i 41+3p,O00-O99,1
Kodarluu tikkeljätke kõõlusetupepõletik [de Quervain] dex,M00-M99,1
Autoimmuunne tür[e]oidiit TPO-AK > 1000,E00-E90,1
"Löfgreni sündroom, I-II st, histoloogiliselt uurimata, ravita, jälgimisel
Löfgreni sündroom, I-II st, histoloogiliselt uurimata, ravita, jälgimisel",D50-D89,1
Põlvekontusioon [põrutus]- vasem põlveliiges,S00-T98,1
Külgmine põndapealisepõletik e lateraalne epikondüliit - vasakul,M00-M99,1
Spondüloos ja spondüloartroos l/s osas lumbalgiaga.,M00-M99,1
Endometrioos ?,N00-N99,1
?  Ebaselge artriit,M00-M99,1
Muud täpsustatud südamerütmitused - üksikud SVES ja VES,I00-I99,1
. Fluidometra.,N00-N99,1
"Algav seniilkatarakt, odex",H00-H59,1
Abordi järgne tervistumine,Z00-Z99,1
"Elamutolmulestad, kassi- koera epiteel",J00-J99,1
CIN 1,N00-N99,1
I/v C5-C6 dex,M00-M99,1
Verekiud rögas,R00-R99,1
IVF biokeemiline rasedus,Z00-Z99,1
Randmed bilat,M00-M99,1
R ou   (os - H40.5),H00-H59,1
Kusepõiesong POP-Q 2,N00-N99,1
- n. occip. dx,G00-G99,1
Õlavarre pöörajalihaste kõõluskätise sündroom - bilat,M00-M99,1
Parem pöial,M00-M99,1
Düsplaasia ?,N00-N99,1
Fascitis plantaris bilat.,M00-M99,1
E pneumoonia Alalsagar vasakul,J00-J99,1
"2,5 cm",C00-D48,1
. SIN.,M00-M99,1
"Krooniline, OU",H00-H59,1
Serratia marcescens,J00-J99,1
"Autoimmuunne tür[e]oidiit; hüpotüreoos, sõlmelisus
hüpotüreoos, sõlmelisus",E00-E90,1
Liigestekahjustusega e artropaatiline soomussammaspool ?,L00-L99,1
Et intramuraalne,C00-D48,1
- mõlemapoolne,M00-M99,1
Parem randmekanal,G00-G99,1
"L5, S1 radikulopaatia paremal",M00-M99,1
- armisong vasakul alakõhus.,K00-K93,1
Postinfektsioosne köha,J00-J99,1
"Bilateraalne, s>d",G00-G99,1
Kahtlus takistatud defekatsiooni sündroomile,K00-K93,1
Auraga migreen [klassikaline migreen]?,G00-G99,1
- peaaju kontusioon,None,1
Grav in hebd 38 näd. Contractiones praeparantes,O00-O99,1
Lülisamba ja perif. liigeste haaratusega,M00-M99,1
Kahtlus neerufunktsioonihäirele,Z00-Z99,1
Mõlema rinna fibrotsüstilised muutused,N00-N99,1
Parem käsi 4 sõrm,M00-M99,1
Os alalaug,H00-H59,1
STD kontroll,Z00-Z99,1
Herpesviirusnakkused [herpes simplex]( korduv),A00-B99,1
Enam parem,G00-G99,1
"CHA2DS2-VASC3, HASBLED 2",I00-I99,1
Parema käe V sõrm,S00-T98,1
Vasakul hemiparees,I00-I99,1
Intramuraalne ja subseroosne sõlm,C00-D48,1
"Intermiteeruv
Intermiteeruv",J00-J99,1
"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, achilleuse kõõlusepõletik vasemal",M00-M99,1
Osalina mullheidik?,O00-O99,1
Esmakordne paroksüsm,I00-I99,1
"Mittesekreteeriv vorm; Staadium arvel 03
mittesekreteeriv vorm",C00-D48,1
"Õla ja ülajäseme (v.a randme ning käe) põletus ja söövitus, õla ja ülajäseme (v.a randme ning käe) esimese järgu põletus",S00-T98,1
PR  .  myop.,H00-H59,1
Keskmine raskusaste a CPAP-ravi,G00-G99,1
Saktosalpinks paremal,N00-N99,1
"Äge nasofarüngiit e nina-neelupõletik [tavaline nohu]
neelupõletik",J00-J99,1
"CHA2DS2-VASc 2, HASBLED 1",I00-I99,1
Autoimmuunne tür[e]oidiit TPO-AK > 2000 (N < 6),E00-E90,1
"Adenocarcinoma prostatae; c T2C N0 M0 IIBst
Adenocarcinoma prostatae",C00-D48,1
Algav seniilkatarakt  os,H00-H59,1
. ROHUTA,H00-H59,1
- mai 2009a.,M00-M99,1
"Od  . , võõrkeha korneas e silma sarvkestas",S00-T98,1
Jala sekundaarne lümfiturse,I00-I99,1
"Kiirguskeratoos e -sarvestu(mu)s
paremal põsel",L00-L99,1
R 52.0 Krooniline valusündroom.,M00-M99,1
Menstr ts häire,N00-N99,1
Osteochondrosis et spondyloarthrosis reg. lumbalis. Müofastsiaalne valu.,M00-M99,1
Kinnine op-tud,S00-T98,1
Vasak hüppeliiges. Gr IV.,M00-M99,1
Hulgiliigeste haaratus,M00-M99,1
Status post arthroplasticam genus sin.,Z00-Z99,1
Günekoloogilist patoloogiat ei leitud,Z00-Z99,1
Fikseeritud erüteem,Z00-Z99,1
Endom I st + mehepoolne,N00-N99,1
Lihasevalu e müalgia vasemal puusaabduktorid,M00-M99,1
E pneumoonia;vasemal,J00-J99,1
"Papillaarse kartsinoomi follikulaarne variant, pT3NxMx III st.",C00-D48,1
Parem IV-V sõrm.,M00-M99,1
Kopsuarteri emboolia ägedat kopssüdant mainimata (ravitud),I00-I99,1
"Vasak käsi, vasak 4.KMK liiges",M00-M99,1
STARR op järgne,K00-K93,1
Pärilik mikrosfärotsütaarne aneemia,D50-D89,1
Reumatol. haiguse suhtes.,Z00-Z99,1
Parempoolne krooniline,N00-N99,1
Od pime silm,H00-H59,1
Stenosis spinalis St post ILE v L4-L5. Spondylosis def,M00-M99,1
Veebr  2016,A00-B99,1
"Infektsioonijärgne, lahenenud",G00-G99,1
Tendinitis calcarea  tendinis musc. supraspinati dex.,M00-M99,1
"Kateeterablatsioon 04.06.14., praegu siinusrütm, CHA2DS2 VASC 2, HAS-BLED 1",I00-I99,1
Allergia Acyclovirile,R00-R99,1
Mõlemad randmed,S00-T98,1
"Kahtlus, mis ei kinnitunud",S00-T98,1
Primarne biliaarne kolangiit,K00-K93,1
Cic uteri N1.,Z00-Z99,1
Muu spondüloos L3 radikulopaatiaga paremal,M00-M99,1
Uuritud infektsioonhaiguste suhtes,Z00-Z99,1
Barretti metaplaasia,K00-K93,1
"CHA2DS2-VASC 7, HASBLED1",I00-I99,1
Pernitsioosne aneemia,D50-D89,1
"Mikrokartsinoom, thyreoidectomia",C00-D48,1
CMC III dex,M00-M99,1
Atüüpiline (kaelal),C00-D48,1
"Se ebaselge või teadmata loomusega kasvaja
parema külgvatsakese tagasarve piirkonnas",C00-D48,1
"Munajuha[de]tekkene naiseviljatus
kaasuvana endometrioos",N00-N99,1
BMI 31.88,E00-E90,1
Radikulopaatia S1 sin,M00-M99,1
KMI 54,E00-E90,1
"+ E66.0, M42.9, M17 dex?, I83.9 (op.-tud), H81.1 remiss.",Z00-Z99,1
"Os op.12.10.12a. , silmasisese e intraokulaarse läätse olemasolu",Z00-Z99,1
/sataus post/,J00-J99,1
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II,Mõõdukas lisarisk.",I00-I99,1
Kuivnahksus kandadel,L00-L99,1
Parema käe esimene sõrm,L00-L99,1
Liigesevalu - puusaliigesed,M00-M99,1
S>D (-),G00-G99,1
BMI 41.5,E00-E90,1
"BMI 42,6",E00-E90,1
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta. M. Hypertensivus cardia,I00-I99,1
Varasem müokardiinfarkt(2001),I00-I99,1
"Os , seniilne nukleaarkatarakt e tuumakae",H00-H59,1
Täpsustamata õlakahjustused sin,M00-M99,1
Muu verejooks varase raseduse ajal/ vahekorra järgne veritus.,O00-O99,1
Tür[e]otoksikoos difuusse struumaga  (remissioonil),E00-E90,1
"-vähene parempoolne pleuraefusioon, kahtlus reumatoloogilise haiguse tekkesele kopsumanifestatsioonile",J00-J99,1
Esmane kahepoolne gonartroos D>S,M00-M99,1
Autoimmuunne türeoidiit + 08.06.11 parempoolne lobektoomia,E00-E90,1
"Seronegatiivne,act.faas 0",M00-M99,1
. plica cubiti lateralis?,M00-M99,1
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 ST., OK 2 , RISK 2",I00-I99,1
Parem põial,M00-M99,1
- pisiforme triquetraalliigesel dex>sin,M00-M99,1
II-I CCS,I00-I99,1
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  II aste, ülikõrgelisari",I00-I99,1
Muud (omandatud) varvaste moonutised.operatsioonijärgne seisund,M00-M99,1
..Krooniline gastriit?Enterokoliit?,R00-R99,1
Od - op.18.11.13a.,Z00-Z99,1
- parempoolne koksartroos gr II-III,M00-M99,1
03 2010a,Z00-Z99,1
